#Taxon_ID	Taxon_Rank	Taxon_Name	Probability_Mass
361507	species	ANAEROCOCCUS SP. GPAC199	0.20792537536
179882	species	UNCULTURED THERMUS/DEINOCOCCUS GROUP BACTERIUM	0.207776989759
46245	subspecies	DROSOPHILA PSEUDOOBSCURA PSEUDOOBSCURA	0.207722766582388
7237	species	DROSOPHILA PSEUDOOBSCURA	0.207722766582388
32358	species subgroup	PSEUDOOBSCURA SUBGROUP	0.207722766582388
32355	species group	OBSCURA GROUP	0.207722766582388
56690	species	TRITRICHOMONAS SUIS	0.207686053232
352451	species	LABEO BATESII	0.2076816139286
519375	species	CYLINDROLEBERIDIDAE SP. DS_7	0.2076624521934
649997	species	CHROOCOCCIDIOPSIS SP. CK4	0.207651579222
218298	species	UNCULTURED METHANOCOCCOIDES SP.	0.207484605997
64656	species	ZYCHAEA MEXICANA	0.2070732394082
180163	species	CETOBACTERIUM CETI	0.207059889522
475926	species	CORNECHINISCUS LOBATUS	0.207024622656
240159	species	COLLICHTHYS LUCIDUS	0.2069434753905
133189	species	BDELLOVIBRIO SP. W	0.206933498894
221382	species	XESTOLEBERIS SP. QY 2003	0.206834746031
503924	species	LACTOBACILLUS SP. N3 10 1	0.20669947551989
147951	species	BABESIA SP. BICM002	0.206660959155
328321	subfamily	GEOEMYDINAE	0.2065406616168
328320	family	GEOEMYDIDAE	0.2065406616168
315777	species	SCISSURELLA CF. CORONATA CET 2005	0.2064743190308
288561	species	CLAVICAUDOIDES TROPHURUS	0.2064180643386
140462	species	CHARISTEPHANE FUGIENS	0.20640043165141
35560	species	RHABDITIS BLUMI	0.2063784246016
293889	species	NYGOLAIMUS CF. BRACHYURIS JH 2004	0.2061739665455
296779	species	MECYNOSTOMUM AURITUM	0.2060634980241
577312	species	ASPIDISCA MAGNA	0.2057242738476
213179	species	PAVLOVA VIRESCENS	0.2056652480288
883292	species	HALALAIMUS SP. CR63	0.2056037024304
134537	species	BURKHOLDERIA FUNGORUM	0.205445260745
129848	species	METHANOBACTERIUM CURVUM	0.2053642199973
136233	species	ARTEDIDRACO SHACKLETONI	0.20525238996533
428467	species	LEPTOMONAS JACULUM	0.205168622858
147771	species	APICOMPLEXA SP. TYPE N	0.20515183620434
9364	genus	ERINACEUS	0.20504694768054
9362	order	INSECTIVORA	0.20504694768054
346239	species	FRONTONIA LYNNI	0.204996456696
584655	species	ANTEHOLOSTICHA PETZI	0.204446645456
253960	species	TRACHELOMONAS ELLIPSOIDALIS	0.204181489427
182483	species	CYTHERELLA LEIZHOUENSIS	0.2040881872244
256616	genus	PARVIBACULUM	0.203857956237667
402881	no rank	PARVIBACULUM LAVAMENTIVORANS DS 1	0.203857956237667
256618	species	PARVIBACULUM LAVAMENTIVORANS	0.203857956237667
647079	species	MERMIS SP. K 06	0.2038005388132
1760	class	ACTINOBACTERIA	0.203763698830433
201174	phylum	ACTINOBACTERIA	0.203763698830433
85007	suborder	CORYNEBACTERINEAE	0.203763698830433
476779	species	AUSTROLESTES ANNULOSUS	0.203618983602
159593	species	EUPTILOTA FORMOSISSIMA	0.203287881543
289447	species	HESPERENTOMON HWASHANENSE	0.2032160567208
91572	species	PARARTEMIA ZIETZIANA	0.203092106122
167445	subspecies	BABESIA CANIS VOGELI	0.203015204852
703998	species	STERNOSTOMA PORTERI	0.202951309398
431341	species	COCCONEIS PLACENTULA	0.2028230233762
473812	species	SALPINGOECA PYXIDIUM	0.2028115689092
104043	species	INCISITERMES IMMIGRANS PARABASALIAN SYMBIONT CLONE II	0.202628597461
560200	species	BUNONEMA RICHTERSI	0.202620685154
146213	species	UNCULTURED BANISVELD LANDFILL BACTERIUM BVB71	0.2024768086292
100233	species	UNCULTURED PLANCTOMYCETACEAE BACTERIUM	0.202353937164
474203	species	HORMOSIANOETUS MALLOTAE	0.202326780922
688066	species	KOSMOTOGA ARENICORALLINA	0.202308183366
43962	species	DIPODASCUS ARMILLARIAE	0.202257865915
629761	species	CERCOZOA SP. CC 2009C	0.202236751634
37475	species	PARAPHYSOMONAS FORAMINIFERA	0.202116448748
197902	species	HEMIOPHRYS PROCERA	0.202112207987
389200	species	NEOGONIOLITHON SP. BISH 699820	0.202067950884
285703	species	SPIROTRICHONYMPHELLA SP. MO 2004 1	0.2019086115619
649032	species	TSUKAMURELLA SP. NBSL21	0.201750550493
63375	species	ENTORRHIZA CASPARYANA	0.2015303645352
104791	species	SINANTHERINA SOCIALIS	0.201285515384
82853	species	UDONELLA CALIGORUM	0.2012804171625
215448	species	PROTOTHECA STAGNORUM	0.201262622891
101115	species	SPINELLUS FUSIGER	0.201218539951
45041	species	PYXIDIOPHORA ARVERNENSIS	0.200951281806
199208	species	PROCERAEA PARAURANTIACA	0.2009050334021
182347	species	MYXOBOLUS ICHKEULENSIS	0.200880607465
144820	species	UNIDENTIFIED BACTERIUM WB1_A15	0.200851175243
117485	species	UNCULTURED SLUDGE BACTERIUM S40	0.200686756837
46175	species	MICROTETRASPORA NIVEOALBA	0.200522502159
521269	species	CYLINDROLEBERIDIDAE SP. J57074	0.2003214650102
947570	species	MASSARIA GIGANTISPORA	0.2002639236338
445251	species	PINNULARIA GIBBA	0.200239061703
335808	species	LABYRINTHULA SP. L72	0.2000903865681
415609	species	UNCULTURED CRENOTHRIX SP.	0.200069396723
81840	species	ACHROMATIUM MINUS	0.199713576259
620814	species	GLOIOCLADIA REPENS	0.199651395384
137419	species	TRIMASTIX MARINA	0.19960376666
142020	species	UNCULTURED BACTERIUM PHOS HE79	0.1995001971229
231757	species	METAMASTOPHORA FLABELLATA	0.199346970945
173108	species	MARCELLEINA PERSOONII	0.199208387573
502210	species	CRYPTAPHELENCHUS SP. K2 WY 2008	0.1991551643093
94625	species	OCHROBACTRUM INTERMEDIUM	0.199094519386
228470	species	LATERNULA CRECCINA	0.1989891543551
239730	species	UNCULTURED ACTINOMYCETALES BACTERIUM	0.198968390335
467056	species	CHLORARACHNIOPHYCEAE SP. CCMP2314	0.198916759918
689897	species	PYROPIA AEODIS	0.198887932034
66578	species	HISTIOSTOMATA SP.	0.1988118019343
1509	species	CLOSTRIDIUM SPOROGENES	0.198614384728
389195	species	HYDROLITHON REINBOLDII	0.1984328925653
5490	species	CANDIDA MAGNOLIAE	0.198369890292
595947	species	ANTHOCEPHALUM CF. CENTRURUM LRP4219	0.1982881673441
160617	species	HAPLOZOON AXIOTHELLAE	0.198199183792
414372	species	FLAVOBACTERIACEAE BACTERIUM HTCC2652	0.198191668977
356443	species	ENDOMYZOSTOMA SP. 3 DL 2005	0.1981711848735
9881	subfamily	ODOCOILEINAE	0.19805881355766
9871	genus	ODOCOILEUS	0.19805881355766
9874	species	ODOCOILEUS VIRGINIANUS	0.19805881355766
9850	family	CERVIDAE	0.19805881355766
131074	species	CORDYCEPS TAKAOMONTANA	0.198009866067
480050	species	TRYPANOSOMA SP. 1052	0.197990435535
560153	species	CALYPTRONEMA SP. 1068	0.197933581377
454186	species	CHLOROFLEXI BACTERIUM T104	0.1978392108826
541039	species	SADAYOSHIA SP. KES 2008	0.197814586502
335268	species	POLYSIPHONIA SP. HSS18	0.197685339368
4761	phylum	CHYTRIDIOMYCOTA	0.197677260917471
451435	class	CHYTRIDIOMYCETES	0.197677260917471
106530	species	SYMBIOMONAS SCINTILLANS	0.1976229327348
210400	species	BACTERIUM 26 4B9	0.1973523232758
74820	species	LOTHARELLA VACUOLATA	0.19720324911
646318	species	CINCTIPORA ELEGANS	0.197199277613
1930602	Unknown	Unknown	0.197048213030388
59188	species	STREPTOCEPHALUS PROBOSCIDEUS	0.196931706701
451866	subphylum	TAPHRINOMYCOTINA	0.19682901501608
472231	species	AULOSACCUS CF. MITSUKURII HBOI 20 XI 86 3 006	0.196809572461
299583	subspecies	FRANCISELLA NOATUNENSIS SUBSP. ORIENTALIS	0.196703161941
66398	species	MICROSTOMUM PAPILLOSUM	0.196682716322
288562	species	CLAVICAUDOIDES CLAVICAUDATUS	0.19658168802746
329656	species	UNCULTURED MARINE STRAMENOPILE	0.196565516527
756882	species	LEPILEMUR HUBBARDORUM	0.196558971024333
30614	family	LEPILEMURIDAE	0.196558971024333
9452	genus	LEPILEMUR	0.196558971024333
648105	species	POLYSIPHONIA SP. GBR35	0.196484553451
126728	species	BONAMIA OSTREAE	0.1964612517334
93174	species	UNCULTURED ARCHAEON CRA12 27CM	0.196403845647
6049	order	HAPLOSCLERIDA	0.196250479620901
178475	family	NIPHATIDAE	0.196250479620901
178513	genus	AMPHIMEDON	0.196250479620901
1779146	Unknown	Unknown	0.196250479620901
131077	species	RHODELLA SP. BC73C	0.195943522956
313609	species	GLOBOBULIMINA TURGIDA	0.195835760581
206318	species	GYMNOPUS DRYOPHILUS	0.19561605716035
324623	species	KATABLEPHARIS REMIGERA	0.195613038759
362448	species	BDELLOVIBRIO SP. ETB	0.195562664109
137420	species	TRIMASTIX PYRIFORMIS ATCC50562	0.1954554419954
478129	species	HEMISELMIS CF. VIRESCENS	0.195304838663
646744	species	MINCHINIA MERCENARIAE	0.1951797924689
61974	species	STENOCHRUS PORTORICENSIS	0.1951661665742
883317	species	HALALAIMUS SP. TCR26	0.1949166301536
439347	species	NOCTICOLA SP. NL 2007C	0.194878586699
366545	species	ARTOSTROBUS SP. 2014	0.194851785259
371550	species	PALLIATUS INDECORUS	0.194796987245
86017	genus	SALPINGOECA	0.194737900099325
946362	species	SALPINGOECA ROSETTA	0.194737900099325
534639	species	AFROCHTHONIUS GODFREYI	0.194661605744
497732	species	LOXOPHYLLUM SP. GD 070419	0.194620127369
286091	species	PEPEROMIA SP. MAJ 2004	0.194614340423
457652	species	POROMYA ILLEVIS	0.194443181805
595648	species	RHIZOPUS SP. SV/09 13	0.194190495864
91193	species	ACUTODESMUS WISCONSINENSIS	0.194102503025
535040	species	CYCLATEMNUS SP. JM 2008	0.194054322338
57452	species	ECTOPLANA LIMULI	0.193861738966
135309	species	SALTMARSH CLONE LCP 5	0.1936920532487
118197	species	ORTALIS GUTTATA	0.19364789148011
707161	species	CYPHODERIA AMPHORALIS	0.1935514384075
578977	species	PARALEBION ELONGATUS	0.1935498775124
298476	species	GLOIOPOTES WATSONI	0.19335931199
363564	species	RHODOBIUM SP. EDB4.1	0.193338686659
160804	species	UNCULTURED HALOARCHAEON	0.1933146279434
174907	species	LARICOBIUS ERICHSONI	0.193283887886
321940	species	TETRATRICHOMONAS SP. KR PO2	0.193278678914
308670	species	PLUMULARIA SPIRALIS	0.1932763052327
168254	species	VAGINICOLA CRYSTALLINA	0.193180823634
389923	species	ONCOMEGAS AUSTRALIENSIS	0.193168014936
441285	species	HANUMANUS CF. SENILIS MSL2007	0.1931521504774
104032	species	RETICULITERMES SPERATUS PARABASALIAN SYMBIONT CLONE RS16	0.1928642202338
298490	species	ENTOMOLEPIDAE SP. NEW CALEDONIA RJH 2004	0.1927833608429
36107	species	THELEPUS CINCINNATUS	0.192774803339
202891	species	MYELORRHIZA SP. STREIMANN 57197	0.1927513451372
83235	genus	POSTIA	0.192532946068083
561896	no rank	POSTIA PLACENTA MAD 698 R	0.192532946068083
104341	species	POSTIA PLACENTA	0.192532946068083
228507	species	VERTICORDIA SP. HD 2003	0.192457884394
473159	species	PELODERA PSEUDOTERES	0.192273764119
104080	species	TRICHONYMPHA SP. HS10	0.1922503618423
211367	species	PARAVULVUS HARTINGII	0.19224126863141
116988	species	FRIEDMANIELLA CF. RUFULA	0.1922317679171
595969	species	RHINEBOTHRIIDEA GEN. 2 CF. SEXORCHIDUMA HEALY ET AL. 2009	0.192185758039
156651	species	SAPROSPIRA SP. SS92 11	0.1920794007607
415944	species	UNCULTURED AMOEBA	0.1917176332991
166380	species	ACINETOBACTER SP. SEA 12	0.191701949325
70463	species	UNIDENTIFIED RUMEN BACTERIUM RFN20	0.191686293386
378095	species	SKRJABILLANUS SCARDINII	0.1914607072741
654893	species	UNCULTURED NAVICULA	0.191400046772
46028	species	CANDIDA APIS	0.1910141209841
511652	species	WICKERHAMIELLA SP. 9E1	0.1910017974043
66770	species	MULTICOTYLE PURVISI	0.190954425024
74851	species	TUBER PANNIFERUM	0.190818574492
128063	species	DENDRITINA ZHENGAE	0.1907306929426
128073	species	PARASORITES SP. 1634	0.1907259105655
197650	species	BIPHENYL DEGRADING BACTERIUM BP PH	0.190518969651
298416	species	TORTANUS SP. NEW CALEDONIA RJH 2004	0.1905121879678
56407	species	HANSENIASPORA OCCIDENTALIS	0.1904072076284
414477	species	BACTERIUM 64B4	0.19029387261
573606	species	EIRENE LACTEOIDES	0.190129756434
236096	species	ALCANIVORAX SP. DG813	0.190035534666
298513	species	EXUMELLA MEDITERRANEA	0.1897380353804
385038	species	UNCULTURED DIPLONEMID	0.189591003153
596128	species	OSEDAX SP. SAGAMI 7	0.189578594958
251473	species	HESIOSPINA SP. BC 2003	0.189559582472
3000	species	HIBBERDIA MAGNA	0.1895585405142
94309	genus	HARPADON	0.1891099170365
143314	species	HARPADON MICROCHIR	0.1891099170365
266820	species	RHYNCHOPUS SP. SH 2004 IV	0.189039637793
56418	species	ZYGOZYMA ARXII	0.189027554129
510441	species	MILNESIUM SP. MILN_06_108	0.1890042043
744044	species	PHAEOMONIELLA ZYMOIDES	0.1889739012
883756	species	PHANODERMOPSIS SP. TCR216	0.188877547979
932967	species	MEIONETA NIGRA	0.1888426877074
697197	species	METHYLOTHERMUS SUBTERRANEUS	0.18882673361
79259	species	APOPHLAEA LYALLII	0.188384239658
5619	species	TSUCHIYAEA WINGFIELDII	0.188374165211
254346	species	UNCULTURED CHLORELLA	0.188319021976
389855	species	SPHODROS ABBOTI	0.188305517499
57456	species	OTOPLANA SP.	0.18814472059
13333	species	AMBORELLA TRICHOPODA	0.188099671356
645984	species	SPHAEROMIMUS SPLENDIDUS	0.1879790596599
406327	no rank	METHANOCOCCUS VANNIELII SB	0.187950584139
1337058	species	BARNETTOZYMA SALICARIA	0.1878452568733
569603	species	PROTOGYRODACTYLUS JOHNSTONETTIEGSI	0.1873572745367
235443	no rank	CRYPTOCOCCUS NEOFORMANS VAR. GRUBII H99	0.1872397585515
178876	varietas	CRYPTOCOCCUS NEOFORMANS VAR. GRUBII	0.1872397585515
521262	species	ASTEROPELLA SP. J57062	0.1872367985592
129157	species	UNCULTURED VERRUCOMICROBIUM DEV059	0.187012525874
524169	varietas	POLYSIPHONIA SCOPULORUM VAR. VILLUM	0.18700113931
310371	species	THRAUSTOCHYTRIIDAE SP. FNG1	0.186691317629
638612	species	HALOARCHAEON MSNC 143	0.186610215966
75457	species	UNCULTURED HALOARCHAEON MSP22	0.1862296167619
60835	species	NEBRIA HUDSONICA	0.185906108941
190070	species	DICELLOMYCES SCIRPI	0.185547047477
86049	species	CLADOPHIALOPHORA CARRIONII	0.185428402568
439315	species	GAMBIERDISCUS YASUMOTOI	0.1853662510308
68827	species	GEOSMITHIA PUTTERILLII	0.185360743506
375566	species	TETRATRICHOMONAS SP. 2003 5003	0.1852431896534
96788	species	TETRASPOROPSIS FUSCESCENS	0.18516021581
378190	species	HEMIMYCENA GRACILIS	0.185053316551
941234	species	UNCULTURED CHAETOCEROS	0.185041921237
402582	species	OBLEA TORTA	0.185003871113
431580	species	PINNULARIA SUBSTREPTORAPHE	0.18494021747
241472	species	SINOGASTROMYZON PULIENSIS	0.1849352025759
241450	genus	SINOGASTROMYZON	0.1849352025759
676610	species	CONCINNUM TEN	0.184649664337
516736	species	AFROTHISMIA KORUPENSIS	0.184507017141
370643	species	GEOCENTROPHORA SP. IRT 2006	0.1844678733605
503589	species	CYMBAEREMAEUS CYMBA	0.184446496729
708309	species	SYRINGOPHILIDAE SP. AMUTOR1	0.1843203906961
236542	species	ARCHAEOMYSIS JAPONICA	0.184284670716
479463	species	BATHYXYLOPHILA SP. VANUATU	0.1841307900877
176275	species	BEAUVERIA BASSIANA	0.183989328448
404771	species	UNCULTURED PEZIZACEAE	0.183912914565
332369	species	ONYCHIURUS HANGCHOWENSIS	0.18389751278
27887	species	FELLODISTOMUM FELLIS	0.183796717951
71621	species	RIMICARIS EXOCULATA	0.1837780049738
186532	genus	C2LIKEVIRUS	0.1837577507681
31537	species	LACTOCOCCUS PHAGE C2	0.1837577507681
51650	species	SACCULINA CARCINI	0.1837548575437
160032	species	PHLEBIA ALBOMELLEA	0.183561003861
121186	species	ENTEMNOTROCHUS ADANSONIANUS	0.1835576015198
676789	species	PRASINODERMA SINGULARIS	0.183469099416
468936	species	SAHLINGIA SUBINTEGRA	0.183132719071
143308	subfamily	HARPADONTINAE	0.1829674961706
182591	species	PERISSOCYTHERIDEA JAPONICA	0.182811607761
378285	species	CAMAROPHYLLOPSIS HYMENOCEPHALA	0.182727256433
2180	species	METHANOTHERMUS FERVIDUS	0.182722396734
399345	species	AZONEXUS SP. RV5	0.182642705378
6656	phylum	ARTHROPODA	0.182571133779877
197563	no rank	MANDIBULATA	0.182571133779877
88770	no rank	PANARTHROPODA	0.182571133779877
197562	no rank	PANCRUSTACEA	0.182571133779877
400245	species	CRYPTOMONAS SP. M2089	0.1825119215757
686733	species	CERCOMONAS PARINCURVA	0.182445421376
433980	species	MICROBACTERIUM SP. BS13	0.182443299146
376935	species	PSYCHROBACTER SP. AM11	0.182430741469
1003039	species	CTENOPHORA PULCHELLA	0.1824221883808
475203	species	OSEDAX ROSEUS	0.182347396694
626957	species	FLAMELLA SP. WBT	0.182243925817
9963	subfamily	CAPRINAE	0.1821198453515
9922	genus	CAPRA	0.1821198453515
234564	species	CANDIDA SP. BG99 11 14 10 4 1	0.182110170908
113097	species	RANODON SIBIRICUS	0.181915924952
192740	species	SCINAX RUBER	0.181915924946
94735	species	ACHROMATIUM SP. HK13	0.18184771069
439894	species	BLASTOCYSTIS SP. GEPA2	0.1818311331798
507536	species	GYROCOTYLE SP. TASMANIA	0.181710300266
439320	species	GAMBIERDISCUS SP. CARPENTERI	0.1816102281598
681318	species	TETRASELMIS SP. KMMCC P 59	0.1816053400533
391639	species	HAPLOSPORIDIA SP. EX PENAEUS VANNAMEI	0.1815793887166
214503	order	MORTIERELLALES	0.1815633096555
4854	family	MORTIERELLACEAE	0.1815633096555
4855	genus	MORTIERELLA	0.1815633096555
1137986	subphylum	MORTIERELLOMYCOTINA	0.1815633096555
685557	no rank	MORTIERELLA ALPINA ATCC 32222	0.1815633096555
64518	species	MORTIERELLA ALPINA	0.1815633096555
152572	species	PROTODRILUS PURPUREUS	0.1814983718646
10201	species	BEROE OVATA	0.181439808362
266858	species	XANTHOMONAS SP. PG 07	0.181423433422
59189	species	ANOPHELES HINESORUM	0.1813472511208
58156	species	COOLIA MONOTIS	0.181241054357
66800	species	CERATOCORYS HORRIDA	0.181202836644
55966	species	MYCOPLASMA HAEMOMURIS	0.181162811563
926335	species	NEPHROSELMIS SP. RYU A0035	0.1810839931869
6279	species	BRUGIA MALAYI	0.181000941433
156966	species	NEBRIOPORUS BAETICUS	0.180967761182
186921	species	GLOMUS ARBUSCULAR MYCORRHIZAL SYMBIONT OF VOYRIA CORYMBOSA	0.1807833020191
437228	species	CHAMPIA SALICORNIOIDES	0.180751708012
64686	species	CATHAYA ARGYROPHYLLA	0.180709100377
43226	species	CAPRONIA MANSONII	0.180653245129
168718	species	COPULA SIVICKISI	0.1806425787985
186626	no rank	OTOPHYSI	0.180426709519
1028636	species	ANTECHINISCUS LATEROMAMILLATUS	0.1803595183025
66169	species	CEPHALOTAXUS FORTUNEI	0.180319918332
368077	species	ROBINIA AURATA	0.180158485469
568852	species	MICROBISPORA SP. 212025	0.180054667527
265532	species	DICKIEIA ULVACEA	0.180014104264
368073	species	BUNOCOTYLE PROGENETICA	0.179995206434
431338	species	CALONEIS BUDENSIS	0.179972678885
85512	no rank	DICONDYLIA	0.179924545460952
6960	superclass	HEXAPODA	0.179924545460952
33340	subclass	NEOPTERA	0.179924545460952
7496	no rank	PTERYGOTA	0.179924545460952
50557	class	INSECTA	0.179924545460952
89770	species	PARAPHYSOMONAS BANDAIENSIS	0.179702690362
883383	species	OXYSTOMINA SP. TCR21	0.1796592838508
468059	no rank	PEDOBACTER ORYZAE DSM 19973	0.179400444844
361668	species	HETEROTETRACYSTIS AKINETOS	0.179239758335
238909	species	PRODISCOPHRYA SP. OOS 2003	0.179135644482
113518	species	COELASTRELLA CORCONICA	0.178918103259
73141	species	THIOCYSTIS VIOLASCENS	0.1788671847428
321950	species	TETRATRICHOMONAS SP. PEKB	0.1788600086176
394111	species	HYSTEROPATELLA ELLIPTICA	0.1787464253879
373149	species	UNCULTURED PERKINSEA	0.178665320867
318098	species	PARAGORGIA JOHNSONI	0.178649867009
6943	species	AMBLYOMMA AMERICANUM	0.178582698261
315784	species	GIBBULA ZONATA	0.1785428926277
668997	species	CORONYMPHA KOIDZUMIA	0.178508482953
273040	species	NICOMACHE SP. 'C. BLEIDORN 01MAL003 P'	0.178438328787
265477	species	DESULFOTOMACULUM ALCOHOLIVORAX	0.17838899878
65592	species	COLLOZOUM SERPENTINUM	0.178288610492
299567	species	ADHAERIBACTER AQUATICUS	0.178267691956
289453	species	PARANISENTOMON TRIGLOBULUM	0.178262111306
251237	species	AMERICOBDELLA VALDIVIANA	0.178151217173
141391	species	CANDIDATUS MYCOPLASMA HAEMOLAMAE	0.1781318060071
764031	species	OSCARELLA MICROLOBATA	0.1781057625627
431340	species	COCCONEIS PEDICULUS	0.1780104178827
101105	species	GONGRONELLA BUTLERI	0.177933073555
117240	species	OPISTHADENA SP. DTJL 2000	0.177929109285
586132	genus	NEMATOCIDA	0.17786564218
1492	species	CLOSTRIDIUM BUTYRICUM	0.1777237176884
221218	species	UNCULTURED PARCUBACTERIA BACTERIUM	0.177686168758
493416	species	BACILLUS SP. 30	0.177613059964
209927	species	LIPOSCELIS PAETA	0.17745155086262
718193	species	FERRIMONAS SEDIMINUM	0.17729089628
240908	species	MACHILIS SP. AR01	0.1772609854985
441545	species	HEPATOZOON SP. SQUIRREL 1	0.177044763336
996279	species	SALIFA PERSPICAX	0.177030489606
96643	species	MESORHABDITIS ANISOMORPHA	0.177022872251
638849	species	PYRAMIDOBACTER PISCOLENS	0.1770106007737
582872	species	HYALONEMA SP. MD 2008	0.1768316874888
210616	species	STAUROSIRA CONSTRUENS	0.1764873605508
193	species	AZOSPIRILLUM LIPOFERUM	0.176405527775
107921	species	PAROSTER GIBBI	0.1763684235434
412836	species	NIPHATES SP. NIWAKD148	0.1762358308594
432724	species	ENDOMYCHIDAE SP. UPOL 002083	0.176156777311
150046	species	UNCULTURED BACTERIUM TA20	0.176143092421
272145	species	BICOSOECA VACILLANS	0.17605653035
883395	species	PHANODERMATIDAE SP. JCC23	0.175808177022
388232	species	GOTOIUS EXCENTRICUS	0.1757429309717
338315	species	SCOMBER COLIAS	0.1756981798792
31325	species	GONIOMONAS TRUNCATA	0.1755735878399
645022	species	ZOOSPHAERIUM PSEUDOBLANDUM	0.1755683081353
417965	species	UNCULTURED RHYNCHOMESOSTOMINAE SP.	0.175545753173
669048	species	CHLAMYDOPHILA SP. 08 1274_FLOCK22	0.175287130701
1008436	species	BARBULANYMPHA SP. 3 AH 2011	0.175261180652
558275	species	HISTRICULUS HISTRIO	0.175147981651
30759	family	MORIDAE	0.174875729636897
181408	species	PHYSICULUS JAPONICUS	0.174875729636897
181407	genus	PHYSICULUS	0.174875729636897
46137	species	PENEROPLIS PERTUSUS	0.174751552334
109352	species	PARAMECIUM DUBOSCQUI	0.1746986585636
459221	species	EUGLENARIA CAUDATA	0.1746806407861
391625	no rank	PLESIOCYSTIS PACIFICA SIR 1	0.174584603299
253830	species	UNCULTURED MYXOCOCCALES BACTERIUM	0.174572342189
190585	species	BACTERIUM UNSW1	0.174535961796
886604	species	IBIRHYNCHUS DIMORPHA	0.1745191845291
335730	species	MACROSCHISMA DILATATA	0.1745028144241
13217	species	PIPER BETLE	0.174394393589
48655	species	PHYSODEUTERA FAIRMAIREI	0.174190425655
279984	species	SPHAENORHYNCHUS LACTEUS	0.17418913204
244704	species	MYXOBILATUS GASTEROSTEI	0.174153002032
45216	species	GYMNOCONIA NITENS	0.1740731893443
343855	species	CORDYCEPS SP. BCMU CN03	0.174036224423
344029	species	UNCULTURED HALANAEROBACTER SP.	0.1740153313355
1063	species	RHODOBACTER SPHAEROIDES	0.1737514264228
245297	species	BREVIBACILLUS SP. PC6	0.173718967611
3818	species	ARACHIS HYPOGAEA	0.173665767303
281684	species	PRODONTORHABDITIS WIRTHI	0.173475907952
40214	species	ACINETOBACTER JOHNSONII	0.173377267986
423250	species	ANCHISTROPUS EMARGINATUS	0.17336932413
74375	species	TRIBONEMA MARINUM	0.173317772831
99806	species	TAXUS CUSPIDATA	0.173302023168
222001	species	GONIADA MACULATA	0.173118356064
409481	species	APHELENCHOIDES RITZEMABOSI	0.1729457051172
82342	species	BLASTOCYSTIS LAPEMI	0.1728310872422
9263	no rank	METATHERIA	0.172779017523642
544399	species	URINYMPHA TALEA	0.172763826062
323742	species	HALOARCULA SP. Q6	0.172460815166
768139	species	CHELETOMIMUS WELLSI	0.1723486433595
703033	no rank	ACANTHOMETRA SP. 3 813	0.172280099856
197886	species	LEAHIBACTER ROSEUS	0.1722622959618
717731	species	DYSPONETUS HESIONIDES	0.172232219224
38271	species	GLAUCOCYSTIS NOSTOCHINEARUM	0.1722320137425
52057	species	MICROSTOMUM LINEARE	0.172156296606
170895	species	CEPHENEMYIA STIMULATOR	0.172077977857
240503	species	SPHAERONAEMELLA HELVELLAE	0.172062427804
660208	species	ARTHROBACTER SP. BJ 18	0.171977168454
212746	species	APOPHLAEA SINCLAIRII	0.171942751061
25	species	SHEWANELLA HANEDAI	0.171878029118
301710	species	RUMINOCOCCUS SP. MLG080 3	0.171783413439
324677	species	SYNCHYTRIUM MACROSPORUM	0.17168710562
474095	species	AEROGLYPHUS ROBUSTUS	0.171682009695
118141	species	MEGALOPS CYPRINOIDES	0.1716773116432
748998	species	CANDACIA TRUNCATA	0.171622934797
116957	species	TERGESTIA LATICOLLIS	0.171483331402
502969	species	RHACOSTOMA ATLANTICA	0.171441663384
443944	species	CYANOBACTERIUM SC 1	0.171408688773
39139	species	CORONYMPHA OCTONARIA	0.17137646302319
5740	genus	GIARDIA	0.171363168493907
5738	no rank	DIPLOMONADIDA	0.171363168493907
68459	subfamily	GIARDIINAE	0.171363168493907
207245	no rank	FORNICATA	0.171363168493907
5739	family	HEXAMITIDAE	0.171363168493907
209619	species	GLOMUS SP. 5014B24.LLAO5	0.171355158578
71302	species	DENDRONOTUS FRONDOSUS	0.171276897904
883360	species	ONCHOLAIMUS SP. SBA2	0.1707592745288
360645	species	COLLOTHECA CAMPANULATA	0.17063477396
479183	species	OXYNASPIS CELATA	0.1705532345381
360540	species	PHASCOLION PSAMMOPHILUS	0.170517701834
293860	species	TRIPYLA SP. JH 2004	0.170329124093
238868	species	BLASTOCYSTIS SP. AFJ96 U12	0.170110238192
28380	genus	SARDINOPS	0.17007771513655
41697	species	SARDINOPS MELANOSTICTUS	0.17007771513655
251730	species	ALACRINELLA LIMNORIAE	0.169954149804
116832	species	BACCIGER LESTERI	0.169797918147
576201	species	DISCIAS ATLANTICUS	0.169609479685
54108	species	LEMBADION BULLINUM	0.1694843121335
27315	species	DIPODASCUS ALBIDUS	0.169326789914
424469	species	NYMPHON ORTMANNI	0.169112008587
271374	species	BASIDIOMYCETE YEAST SP. BG02 5 30 004A 1	0.168948066972
432653	species	UNCULTURED MICROSCILLA SP.	0.168880305391
273136	species	MYCOPLASMA AMPHORIFORME	0.168601840626
536601	species	MONOSPORUS PEDICELLATUS	0.168571895595
210806	species	THEMISTE MINOR	0.168550158083
92757	species	MYCOPLASMA CAVIPHARYNGIS	0.16829665046
238045	species	SACCULINA LEPTODIAE	0.168283675645
