TaxaID	Taxonomic_Rank	Name	Count	Probability	Proportion_Classified(%)
1280	species	STAPHYLOCOCCUS AUREUS	599.80290384077	5792	10.3557131	8.8842532
46170	subspecies	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS	483.473930155742	5101	9.4780225	7.8243397
77133	species	UNCULTURED BACTERIUM	224.88525916801	1117	20.1329686	1.7133479
189668	species	UNCULTURED STAPHYLOCOCCUS SP.	103.703065061231	815	12.7243025	1.2501150
100272	species	UNCULTURED EUKARYOTE	28.4262707885199	129	22.0358688	0.1978710
270562	species	BRANCHIOSTEGUS JAPONICUS	14.6532330297714	79	18.5483962	0.1211768
496922	species	CORAL METAGENOME	14.5960546891453	29	50.3312231	0.0444826
203449	species	UNCULTURED MARINE EUKARYOTE	11.3802172299745	86	13.2328107	0.1319140
98376	species	PSEUDOLABRUS EOETHINUS	11.0419197945317	30	36.8063993	0.0460165
410048	species	STAPHYLOCOCCUS SP. M210	10.9547958379768	101	10.8463325	0.1549222
45972	species	STAPHYLOCOCCUS PASTEURI	7.51282866679496	61	12.3161126	0.0935669
246432	species	STAPHYLOCOCCUS EQUORUM	7.504236661999	88	8.5275417	0.1349817
384598	species	OSTRACION IMMACULATUS	7.35568202279355	51	14.4229059	0.0782281
403947	species	STAPHYLOCOCCUS SP. SKM20 7 9	7.28026447347284	60	12.1337741	0.0920330
545418	species	BRANCHIOSTEGUS ARGENTATUS	5.825709038502	49	11.8892021	0.0751603
61015	species	STAPHYLOCOCCUS SUCCINUS	5.4267667162879	54	10.0495680	0.0828297
1282	species	STAPHYLOCOCCUS EPIDERMIDIS	5.2980852978929	170	3.1165208	0.2607602
81636	species	MICROMESISTIUS POUTASSOU	4.53721660417817	49	9.2596257	0.0751603
7940	species	ANGUILLA AUSTRALIS	4.53403105637175	141	3.2156249	0.2162776
86961	subspecies	ANGUILLA AUSTRALIS AUSTRALIS	4.53403105637175	60	7.5567184	0.0920330
283007	species	PHYTOPHTHORA IPOMOEAE	4.23524154723247	62	6.8310348	0.0951008
415603	species	INFUNDIBULOMYCES SP. NR 2006A	4.16962922312697	113	3.6899374	0.1733288
33695	species	TUBULINOSEMA KINGI	4.16852666564857	123	3.3890461	0.1886677
348708	species	COREGONUS OXYRINCHUS	4.11111111111147	60	6.8518519	0.0920330
235	species	BRUCELLA ABORTUS	4.11111111111147	2227	0.1846031	3.4159585
88069	species	BACILLIDIUM SP.	3.6570239039088	22	16.6228359	0.0337454
308354	species	STAPHYLOCOCCUS SIMIAE	3.54012724288375	71	4.9860947	0.1089057
405008	species	EUCOMONYMPHA IMLA	3.43854692399921	45	7.6412154	0.0690248
7244	species	DROSOPHILA VIRILIS	3.425686299888	83	4.1273329	0.1273123
39152	species	METHANOCOCCUS MARIPALUDIS	3.182296453185	36	8.8397124	0.0552198
646392	species	STAPHYLOCOCCUS SP. D182	3.0808539277352	61	5.0505802	0.0935669
