TaxaID	Taxonomic_Rank	Name	Count	Probability	Proportion_Classified(%)
77133	species	UNCULTURED BACTERIUM	478.382597562959	1319	36.2685821	0.1857820
100272	species	UNCULTURED EUKARYOTE	247.587060253849	1073	23.0742833	0.1511327
152704	species	UNCULTURED STRAMENOPILE	218.6307221373	313	69.8500710	0.0440862
9590	species	SYMPHALANGUS SYNDACTYLUS	97.557911270299	2010	4.8536274	0.2831098
252962	species	OSCARELLA TUBERCULATA	96.4654274575575	273	35.3353214	0.0384522
9601	species	PONGO ABELII	58.6005540049684	1139	5.1449126	0.1604289
405008	species	EUCOMONYMPHA IMLA	57.8645599885842	439	13.1809932	0.0618334
203449	species	UNCULTURED MARINE EUKARYOTE	57.2130711095253	315	18.1628797	0.0443679
415603	species	INFUNDIBULOMYCES SP. NR 2006A	50.9237535138462	426	11.9539327	0.0600024
33695	species	TUBULINOSEMA KINGI	50.8016978533595	428	11.8695556	0.0602841
61392	species	COEMANSIA REVERSA	50.1419628949987	219	22.8958735	0.0308463
115547	species	UNCULTURED ARCHAEON	39.9815205073389	155	25.7945294	0.0218318
357284	species	HOMALOPTERA LEONARDI	39.9378799005501	301	13.2683986	0.0423960
9606	species	HOMO SAPIENS	34.6624592738318	406	8.5375515	0.0571854
10020	species	DIPODOMYS ORDII	30.9617885855134	208	14.8854753	0.0292969
187300	species	UNCULTURED DINOFLAGELLATE	26.1904459738601	159	16.4719786	0.0223952
37347	species	TUPAIA BELANGERI	21.7156786305155	253	8.5832722	0.0356352
34755	subspecies	SAGITTA CRASSA NAIKAIENSIS	21.562383507353	73	29.5375117	0.0102821
9598	species	PAN TROGLODYTES	18.8955097804997	405	4.6655580	0.0570445
175275	species	UNCULTURED CERCOZOAN	17.2368377179007	107	16.1091941	0.0150710
5241	species	TULASNELLA VIOLEA	17.1888432487582	377	4.5593749	0.0531007
42254	species	SOREX ARANEUS	16.9971769021905	184	9.2375961	0.0259165
439317	species	GAMBIERDISCUS AUSTRALES	14.5408770666296	29	50.1409554	0.0040847
4113	species	SOLANUM TUBEROSUM	14.0689395498449	312	4.5092755	0.0439454
86473	species	UNCULTURED GAMMA PROTEOBACTERIUM	13.8755484815179	94	14.7612218	0.0132400
315267	species	UNCULTURED FRESHWATER EUKARYOTE	13.3473252326783	79	16.8953484	0.0111272
9371	species	ECHINOPS TELFAIRI	12.9081580063395	361	3.5756670	0.0508471
136703	species	UNCULTURED RUMEN BACTERIUM	12.7413508665734	74	17.2180417	0.0104229
554078	species	UNCULTURED RHIZARIA	12.6257467410506	57	22.1504329	0.0080285
91750	species	UNCULTURED ALPHA PROTEOBACTERIUM	12.561806669625	63	19.9393757	0.0088736
231055	species	UNCULTURED GLOMUS	12.2662587434698	58	21.1487220	0.0081693
187299	species	UNCULTURED CILIATE	11.933367516417	56	21.3095849	0.0078876
30538	species	VICUGNA PACOS	11.5854453396522	79	14.6651207	0.0111272
9978	species	OCHOTONA PRINCEPS	11.5038418369779	468	2.4580859	0.0659181
175274	species	UNCULTURED ALVEOLATE	11.3801483323183	66	17.2426490	0.0092961
96649	species	PELODERA PUNCTATA	11.2872913779194	89	12.6823499	0.0125357
155900	species	UNCULTURED ORGANISM	10.8858803649514	75	14.5145072	0.0105638
34034	species	UNCULTURED DELTA PROTEOBACTERIUM	10.8770747349638	91	11.9528294	0.0128174
166587	species	UNCULTURED CHLOROFLEXI BACTERIUM	10.581234780467	43	24.6075227	0.0060566
191722	species	TRACHELOMONAS OBLONGA	10.127450110132	19	53.3023690	0.0026762
126669	species	AMPHISORUS HEMPRICHII	9.7011919528383	69	14.0596985	0.0097187
303551	species	GONYAULAX FRAGILIS	9.4737567386706	54	17.5439940	0.0076059
683832	species	CIRRHINUS MRIGALA	9.4326267466648	55	17.1502304	0.0077468
240359	species	THECADINIUM MUCOSUM	9.2785579082663	48	19.3303290	0.0067608
404735	species	UNCULTURED EIMERIIDAE	8.86975036580207	60	14.7829173	0.0084510
33688	species	AMBLYOSPORA SP.	8.83476142736368	88	10.0395016	0.0123949
9986	species	ORYCTOLAGUS CUNICULUS	8.7479648402824	392	2.2316237	0.0552134
27973	species	ENCEPHALITOZOON HELLEM	8.68288728482527	153	5.6750897	0.0215501
10116	species	RATTUS NORVEGICUS	8.53247321154344	135	6.3203505	0.0190148
281284	species	HEPATOZOON SP. HEPBICM001	8.4310329437593	20	42.1551647	0.0028170
385043	species	UNCULTURED SYNDINIALES	8.1781800012486	38	21.5215263	0.0053523
152509	species	UNCULTURED BACTEROIDETES BACTERIUM	7.94137640471344	41	19.3692107	0.0057749
29281	species	UNCULTURED CRENARCHAEOTE	7.9150415937282	47	16.8405140	0.0066200
763931	species	KOFOIDINIUM CF. PAVILLARDII	7.40606676598	8	92.5758346	0.0011268
217026	species	AUXIS ROCHEI	7.36213445527705	35	21.0346699	0.0049298
10090	species	MUS MUSCULUS	7.34483011202571	186	3.9488334	0.0261982
1032489	species	SORITES SP. 206	7.2971543729851	77	9.4768239	0.0108455
315753	species	UNCULTURED LABYRINTHULID	7.20701590209957	41	17.5780876	0.0057749
285696	species	UNCULTURED PARABASALID EUKARYOTE	7.11275360035529	51	13.9465757	0.0071834
238756	species	STEPHANOPOGON COLPODA	6.87053591745148	71	9.6768112	0.0100004
164851	species	UNCULTURED SOIL BACTERIUM	6.727764130839	35	19.2221832	0.0049298
175247	species	UNCULTURED CHYTRIDIOMYCOTA	6.6542961262677	32	20.7946754	0.0045072
110477	species	SONDERELLA LINEARIS	6.6262198592677	18	36.8123326	0.0025353
170407	species	HALIMEDA BORNEENSIS	6.62304564066443	90	7.3589396	0.0126766
31281	species	ENTEROCYTOZOON BIENEUSI	6.62142966283375	100	6.6214297	0.0140851
59463	species	MYOTIS LUCIFUGUS	6.5014114300688	62	10.4861475	0.0087327
148817	species	ORTHOSOMELLA OPEROPHTERAE	6.34484572727393	82	7.7376167	0.0115498
114243	species	UNCULTURED EURYARCHAEOTE	6.32198851179462	30	21.0732950	0.0042255
70528	species	AMBLYOSPORA STIMULI	6.15345404993681	81	7.5968569	0.0114089
85101	species	UROCOLIUS MACROURUS	6.10954673639757	30	20.3651558	0.0042255
128076	species	AMPHISORUS SP. 1333	6.0401944750524	62	9.7422492	0.0087327
120965	species	UNCULTURED PLANCTOMYCETE	6.0267794714031	32	18.8336858	0.0045072
175245	species	UNCULTURED FUNGUS	6.00294290903942	36	16.6748414	0.0050706
