TaxaID	Taxonomic_Rank	Name	Count	Probability	Proportion_Classified(%)
9590	species	SYMPHALANGUS SYNDACTYLUS	24.2919649044852	426	5.7023392	2.0676600
357284	species	HOMALOPTERA LEONARDI	22.8898715124341	135	16.9554604	0.6552444
9606	species	HOMO SAPIENS	13.9289628488171	233	5.9780956	1.1309033
9601	species	PONGO ABELII	13.3723938910095	235	5.6903804	1.1406106
100272	species	UNCULTURED EUKARYOTE	11.4351145315733	56	20.4198474	0.2718051
10116	species	RATTUS NORVEGICUS	11.0889901654885	99	11.2010002	0.4805125
10020	species	DIPODOMYS ORDII	9.90753877469328	57	17.3816470	0.2766587
42254	species	SOREX ARANEUS	8.5899243968112	38	22.6050642	0.1844392
77133	species	UNCULTURED BACTERIUM	8.5173977247743	77	11.0615555	0.3737320
10090	species	MUS MUSCULUS	7.13395335105449	179	3.9854488	0.8688055
763931	species	KOFOIDINIUM CF. PAVILLARDII	5	6	83.3333333	0.0291220
252962	species	OSCARELLA TUBERCULATA	4.931179334744	12	41.0931611	0.0582439
37347	species	TUPAIA BELANGERI	4.51135829286223	95	4.7487982	0.4610979
9598	species	PAN TROGLODYTES	4.17900231615809	174	2.4017255	0.8445372
9978	species	OCHOTONA PRINCEPS	3.7473758759304	142	2.6389971	0.6892200
1157685	species	RHIZOBIUM SP. JGI 0001005 H05	3.49693679326185	21	16.6520800	0.1019269
405008	species	EUCOMONYMPHA IMLA	3.21522239926816	24	13.3967600	0.1164879
59463	species	MYOTIS LUCIFUGUS	3.0578614892701	7	43.6837356	0.0339756
9371	species	ECHINOPS TELFAIRI	2.901383013766	62	4.6796500	0.3009270
203449	species	UNCULTURED MARINE EUKARYOTE	2.8105307317561	14	20.0752195	0.0679513
683832	species	CIRRHINUS MRIGALA	2.80933145491928	22	12.7696884	0.1067806
9258	species	ORNITHORHYNCHUS ANATINUS	2.5757104433444	72	3.5773756	0.3494637
187300	species	UNCULTURED DINOFLAGELLATE	2.5064721277508	8	31.3309016	0.0388293
665941	species	COPROBACILLUS SP. 3_3_56FAA	2.43501215376	3	81.1670718	0.0145610
9986	species	ORYCTOLAGUS CUNICULUS	2.3139936413347	44	5.2590765	0.2135611
198507	species	LABEO SENEGALENSIS	2.2799228300578	20	11.3996142	0.0970732
1104615	species	MICROGENOMATES BACTERIUM SCGC AAA011 L05	2.08859089539865	17	12.2858288	0.0825123
46218	species	COTURNIX CHINENSIS	2.085058498463	11	18.9550773	0.0533903
754195	species	BUNDLEIA NANA	1.898794456194	5	37.9758891	0.0242683
479641	species	VACELETIA SP. GW948	1.81818181818176	20	9.0909091	0.0970732
1047006	species	OMNITROPHICA BACTERIUM SCGC AAA252 B19	1.8180598635997	8	22.7257483	0.0388293
415603	species	INFUNDIBULOMYCES SP. NR 2006A	1.72496433033395	17	10.1468490	0.0825123
8801	species	STRUTHIO CAMELUS	1.69440874395132	50	3.3888175	0.2426831
33695	species	TUBULINOSEMA KINGI	1.66142269704836	16	10.3838919	0.0776586
9365	species	ERINACEUS EUROPAEUS	1.64459947006973	165	0.9967270	0.8008542
256318	species	METAGENOME	1.6086650801681	9	17.8740564	0.0436830
175274	species	UNCULTURED ALVEOLATE	1.482118580065	13	11.4009122	0.0630976
56262	species	PANDION HALIAETUS	1.45232640177167	52	2.7929354	0.2523904
604433	species	ARBOROPHILA RUFOGULARIS	1.4364910152987	17	8.4499471	0.0825123
5808	species	CRYPTOSPORIDIUM MURIS	1.41439677983896	85	1.6639962	0.4125613
1076179	species	BIOREACTOR METAGENOME	1.311173574382	5	26.2234715	0.0242683
9595	subspecies	GORILLA GORILLA GORILLA	1.2956503090978	240	0.5398543	1.1648789
