CR_0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CR_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CR_2	0	0	0	0	0	0	0.000113481615978212	0	0	0.000148456057007126	0.000124115675809855	0	0	0	0.000126310471138057	0	0	0	0	0	0
CR_3	0	0	0	0	0	0	0	0	0	0	0	0.000100735368187771	0	0.000146520146520147	0	0	0	0	0	0	0
CR_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.66213172687822e-05	0	6.947411568135e-05	0	2.84211124654999e-05
CR_5	2.23977542518403e-05	1.76338852739424e-05	1.76223874810559e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CR_6	0.0324543459109167	0.0255514997619425	0.02553483946005	0	0	0.000379939209726444	0	0	0	0.00326603325415677	0.00223408216457739	0.00362647325475975	0	0.000146520146520147	0.000252620942276115	0	9.15532931719554e-06	0	3.4737057840675e-06	0	6.31580277011109e-06
CR_7	7.46591808394678e-06	0	0	0	0	0	0.000113481615978212	0	0.000113032666440601	0.000296912114014252	0.000372347027429564	0	0	0	0	0.00617283950617284	0.00350496524026636	0	0.00375854965836104	0	0.00365053400112421
CR_8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CR_9	0	0	0	0.0371134020618557	0.216061185468451	0.256838905775076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CR_10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CR_11	0	0	0	0	0	0	0	0	0	0	0	0.000100735368187771	0	0	0	0	0	0	0	0	0
CR_12	7.46591808394678e-06	5.8779617579808e-06	5.87412916035198e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CR_13	1.49318361678936e-05	1.17559235159616e-05	1.1748258320704e-05	0	0	0	0	0	0.000113032666440601	0	0	0	0	0	0.000126310471138057	0	0	0	0	0	3.15790138505555e-06
CR_14	0	5.8779617579808e-06	0	0.00618556701030928	0	0.000759878419452888	0	0.000112321689318207	0.000113032666440601	0	0.000124115675809855	0	0.000532859680284192	0.000293040293040293	0.000378931413414172	0	0	0	0	0	0
CR_15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CR_16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.52588821953259e-06	0	0	0	0
CR_17	0	0	0	0	0	0	0.000567408079891058	0.000561608446591037	0.000339097999321804	0.000593824228028504	0.000372347027429564	0.00100735368187771	0.00106571936056838	0.000732600732600733	0.00151572565365669	0	1.52588821953259e-06	0	0	0.00657894736842105	3.15790138505555e-06
CR_18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CR_19	0	0	0	0	0	0	0	0	0.000226065332881203	0.000148456057007126	0	0	0	0.000146520146520147	0	0.00617283950617284	1.52588821953259e-06	0	0	0	3.78948166206666e-05
CR_20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CR_21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CR_22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CR_23	7.46591808394678e-06	0	0	0	0	0	0	0	0.000113032666440601	0.000148456057007126	0	0	0	0	0	0	0	0	0	0	0
CR_24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.15790138505555e-06
CR_25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CR_26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CR_27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CR_28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CR_29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CR_30	7.46591808394678e-06	5.8779617579808e-06	5.87412916035198e-06	0	0	0	0.000113481615978212	0	0	0	0.000124115675809855	0	0	0	0	0	0	0	0	0	2.52632110804444e-05
CR_31	7.46591808394678e-06	5.8779617579808e-06	5.87412916035198e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CR_32	7.46591808394678e-06	5.8779617579808e-06	5.87412916035198e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CR_33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CR_34	0.440212927983754	0.346582259135822	0.346356277681834	0	0	0	0.000453926463912846	0.000224643378636415	0.000565163332203007	0.000148456057007126	0.00024823135161971	0.000201470736375541	0.000355239786856128	0.000146520146520147	0.000505241884552229	0	1.52588821953259e-06	0	1.73685289203375e-05	0	1.89474083103333e-05
