Object_ID, Length, Assignment
M04071:132:000000000-BK78J:1:1101:16014:1339,301,5061
M04071:132:000000000-BK78J:1:1101:15517:1564,302,5061
M04071:132:000000000-BK78J:1:1101:17486:1574,301,5061
M04071:132:000000000-BK78J:1:1101:14302:1589,302,5061
M04071:132:000000000-BK78J:1:1101:16617:1600,301,5661
M04071:132:000000000-BK78J:1:1101:12852:1678,301,5061
M04071:132:000000000-BK78J:1:1101:15982:1730,302,5661
M04071:132:000000000-BK78J:1:1101:12666:1811,301,5061
M04071:132:000000000-BK78J:1:1101:19362:1871,236,5661
M04071:132:000000000-BK78J:1:1101:16318:1881,301,5061
M04071:132:000000000-BK78J:1:1101:14273:1890,302,5661
M04071:132:000000000-BK78J:1:1101:14808:2072,302,5061
M04071:132:000000000-BK78J:1:1101:17773:2125,298,5061
M04071:132:000000000-BK78J:1:1101:16863:2128,301,632
M04071:132:000000000-BK78J:1:1101:12950:2131,302,5661
M04071:132:000000000-BK78J:1:1101:13679:2135,302,5661
M04071:132:000000000-BK78J:1:1101:11509:2145,302,632
M04071:132:000000000-BK78J:1:1101:16216:2148,301,5061
M04071:132:000000000-BK78J:1:1101:16804:2204,302,5061
M04071:132:000000000-BK78J:1:1101:14618:2226,302,5061
M04071:132:000000000-BK78J:1:1101:20480:2263,299,5661
M04071:132:000000000-BK78J:1:1101:11957:2292,301,5661
M04071:132:000000000-BK78J:1:1101:14425:2326,302,5061
M04071:132:000000000-BK78J:1:1101:20005:2340,302,5661
M04071:132:000000000-BK78J:1:1101:14767:2346,299,5661
M04071:132:000000000-BK78J:1:1101:10991:2410,301,5661
M04071:132:000000000-BK78J:1:1101:12754:2434,232,5061
M04071:132:000000000-BK78J:1:1101:11316:2440,300,5061
M04071:132:000000000-BK78J:1:1101:16360:2478,301,5661
M04071:132:000000000-BK78J:1:1101:14611:2503,301,5061
M04071:132:000000000-BK78J:1:1101:17423:2514,272,1280
M04071:132:000000000-BK78J:1:1101:16722:2601,302,5661
M04071:132:000000000-BK78J:1:1101:17606:2627,302,5661
M04071:132:000000000-BK78J:1:1101:17847:2631,300,5661
M04071:132:000000000-BK78J:1:1101:14179:2640,302,5061
M04071:132:000000000-BK78J:1:1101:17573:2670,300,5061
M04071:132:000000000-BK78J:1:1101:11207:2703,302,5661
M04071:132:000000000-BK78J:1:1101:12520:2739,302,5661
M04071:132:000000000-BK78J:1:1101:12211:2806,301,5661
M04071:132:000000000-BK78J:1:1101:10961:2821,302,5061
M04071:132:000000000-BK78J:1:1101:11719:2823,302,5661
M04071:132:000000000-BK78J:1:1101:12249:2832,302,5061
M04071:132:000000000-BK78J:1:1101:9682:2848,302,5061
M04071:132:000000000-BK78J:1:1101:14165:2860,302,5661
M04071:132:000000000-BK78J:1:1101:16700:2860,302,5661
M04071:132:000000000-BK78J:1:1101:17128:2881,302,5061
M04071:132:000000000-BK78J:1:1101:18799:2972,299,5061
M04071:132:000000000-BK78J:1:1101:12358:3034,302,5661
M04071:132:000000000-BK78J:1:1101:17760:3043,300,5061
M04071:132:000000000-BK78J:1:1101:15502:3050,301,5061
M04071:132:000000000-BK78J:1:1101:18791:3062,301,5061
M04071:132:000000000-BK78J:1:1101:11198:3073,301,5661
M04071:132:000000000-BK78J:1:1101:17222:3074,297,5061
M04071:132:000000000-BK78J:1:1101:13749:3105,301,5661
M04071:132:000000000-BK78J:1:1101:16550:3163,301,11029
M04071:132:000000000-BK78J:1:1101:13292:3172,301,5061
M04071:132:000000000-BK78J:1:1101:22530:3206,301,5061
M04071:132:000000000-BK78J:1:1101:22173:3218,302,5661
M04071:132:000000000-BK78J:1:1101:21321:3242,301,5661
M04071:132:000000000-BK78J:1:1101:13815:3271,300,5061
M04071:132:000000000-BK78J:1:1101:19477:3311,302,5661
M04071:132:000000000-BK78J:1:1101:12760:3324,302,5661
M04071:132:000000000-BK78J:1:1101:16242:3334,150,5061
M04071:132:000000000-BK78J:1:1101:8452:3371,301,5661
M04071:132:000000000-BK78J:1:1101:19458:3378,300,5061
M04071:132:000000000-BK78J:1:1101:22064:3389,302,5661
M04071:132:000000000-BK78J:1:1101:17324:3397,301,5661
M04071:132:000000000-BK78J:1:1101:9545:3398,302,5661
M04071:132:000000000-BK78J:1:1101:21484:3402,301,5061
M04071:132:000000000-BK78J:1:1101:17132:3417,302,5061
M04071:132:000000000-BK78J:1:1101:12755:3425,300,5061
M04071:132:000000000-BK78J:1:1101:20479:3446,299,5661
M04071:132:000000000-BK78J:1:1101:21525:3461,301,5661
M04071:132:000000000-BK78J:1:1101:19490:3500,302,5661
M04071:132:000000000-BK78J:1:1101:19859:3519,300,5061
M04071:132:000000000-BK78J:1:1101:20964:3519,301,5061
M04071:132:000000000-BK78J:1:1101:18427:3558,302,5061
M04071:132:000000000-BK78J:1:1101:11608:3566,301,5061
M04071:132:000000000-BK78J:1:1101:9121:3587,302,5661
M04071:132:000000000-BK78J:1:1101:10998:3590,302,5061
M04071:132:000000000-BK78J:1:1101:12147:3604,278,5661
M04071:132:000000000-BK78J:1:1101:8368:3639,297,5061
M04071:132:000000000-BK78J:1:1101:9439:3641,302,5661
M04071:132:000000000-BK78J:1:1101:9713:3652,301,5661
M04071:132:000000000-BK78J:1:1101:11213:3679,302,263
M04071:132:000000000-BK78J:1:1101:17471:3687,302,5661
M04071:132:000000000-BK78J:1:1101:16565:3703,240,584
M04071:132:000000000-BK78J:1:1101:9279:3717,299,5061
M04071:132:000000000-BK78J:1:1101:18076:3722,299,1280
M04071:132:000000000-BK78J:1:1101:8299:3743,299,5061
M04071:132:000000000-BK78J:1:1101:17838:3746,302,5661
M04071:132:000000000-BK78J:1:1101:18930:3750,300,5661
M04071:132:000000000-BK78J:1:1101:20490:3796,302,5061
M04071:132:000000000-BK78J:1:1101:20580:3808,302,732
M04071:132:000000000-BK78J:1:1101:23621:3819,299,5661
M04071:132:000000000-BK78J:1:1101:14053:3846,300,5061
M04071:132:000000000-BK78J:1:1101:10671:3862,302,5061
M04071:132:000000000-BK78J:1:1101:13619:3868,302,562
M04071:132:000000000-BK78J:1:1101:16742:3876,299,585
M04071:132:000000000-BK78J:1:1101:15048:3895,302,5661
