Object_ID, Length, Assignment
M04071:135:000000000-BRRKP:1:1101:19827:2235,301,5661
M04071:135:000000000-BRRKP:1:1101:18719:2266,302,5061
M04071:135:000000000-BRRKP:1:1101:21432:2643,302,5061
M04071:135:000000000-BRRKP:1:1101:18712:2649,302,5061
M04071:135:000000000-BRRKP:1:1101:18849:2723,301,5061
M04071:135:000000000-BRRKP:1:1101:19750:2894,299,5061
M04071:135:000000000-BRRKP:1:1101:21558:3006,300,585
M04071:135:000000000-BRRKP:1:1101:14000:3072,300,5061
M04071:135:000000000-BRRKP:1:1101:18168:3160,142,50719
M04071:135:000000000-BRRKP:1:1101:17210:3209,302,5661
M04071:135:000000000-BRRKP:1:1101:15635:3292,302,5061
M04071:135:000000000-BRRKP:1:1101:12939:3442,302,5061
M04071:135:000000000-BRRKP:1:1101:13368:3452,302,5061
M04071:135:000000000-BRRKP:1:1101:21527:3579,226,5661
M04071:135:000000000-BRRKP:1:1101:8977:3675,302,5661
M04071:135:000000000-BRRKP:1:1101:8296:3818,302,5661
M04071:135:000000000-BRRKP:1:1101:9328:3842,301,5061
M04071:135:000000000-BRRKP:1:1101:8994:3846,302,5661
M04071:135:000000000-BRRKP:1:1101:14308:4032,300,5061
M04071:135:000000000-BRRKP:1:1101:14742:4056,302,5661
M04071:135:000000000-BRRKP:1:1101:14455:4096,204,11029
M04071:135:000000000-BRRKP:1:1101:17162:4103,302,5061
M04071:135:000000000-BRRKP:1:1101:17200:4169,302,5061
M04071:135:000000000-BRRKP:1:1101:13209:4312,302,11029
M04071:135:000000000-BRRKP:1:1101:14097:4365,299,5661
M04071:135:000000000-BRRKP:1:1101:14425:4529,300,85698
M04071:135:000000000-BRRKP:1:1101:12476:4549,302,85698
M04071:135:000000000-BRRKP:1:1101:17749:4677,126,5661
M04071:135:000000000-BRRKP:1:1101:18422:4681,302,85698
M04071:135:000000000-BRRKP:1:1101:18769:4959,301,5061
M04071:135:000000000-BRRKP:1:1101:13641:5010,302,584
M04071:135:000000000-BRRKP:1:1101:20040:5125,301,5061
M04071:135:000000000-BRRKP:1:1101:12884:5189,302,5061
M04071:135:000000000-BRRKP:1:1101:11648:5227,302,5661
M04071:135:000000000-BRRKP:1:1101:20264:5259,300,85698
M04071:135:000000000-BRRKP:1:1101:23764:5284,236,5061
M04071:135:000000000-BRRKP:1:1101:20222:5301,299,5061
M04071:135:000000000-BRRKP:1:1101:10391:5410,302,5061
M04071:135:000000000-BRRKP:1:1101:9838:5413,301,5061
M04071:135:000000000-BRRKP:1:1101:24128:5442,299,5661
M04071:135:000000000-BRRKP:1:1101:8993:5693,302,5061
M04071:135:000000000-BRRKP:1:1101:18439:5696,302,5061
M04071:135:000000000-BRRKP:1:1101:19738:5778,302,5061
M04071:135:000000000-BRRKP:1:1101:20794:5779,301,5661
M04071:135:000000000-BRRKP:1:1101:14821:6083,302,5661
M04071:135:000000000-BRRKP:1:1101:6296:6144,302,5661
M04071:135:000000000-BRRKP:1:1101:22206:6187,300,585
M04071:135:000000000-BRRKP:1:1101:13199:6269,302,5661
M04071:135:000000000-BRRKP:1:1101:19625:6279,301,5661
M04071:135:000000000-BRRKP:1:1101:21748:6366,299,5661
M04071:135:000000000-BRRKP:1:1101:26601:6615,302,5061
M04071:135:000000000-BRRKP:1:1101:22656:6636,297,5061
M04071:135:000000000-BRRKP:1:1101:24889:6681,302,5061
M04071:135:000000000-BRRKP:1:1101:19449:6720,301,5661
M04071:135:000000000-BRRKP:1:1101:6749:6768,301,5661
M04071:135:000000000-BRRKP:1:1101:13139:6817,298,13373
M04071:135:000000000-BRRKP:1:1101:9847:6844,302,5661
M04071:135:000000000-BRRKP:1:1101:16950:6953,302,5061
M04071:135:000000000-BRRKP:1:1101:10681:7006,301,5061
M04071:135:000000000-BRRKP:1:1101:7636:7050,302,632
M04071:135:000000000-BRRKP:1:1101:26406:7059,301,5661
