Object_ID, Length, Assignment
C05.179,180,5061
C05.222,180,5661
C05.478,180,5661
C05.657,180,5661
C05.907,180,5061
C05.1097,96,5661
C05.1582,180,5661
C05.1963,180,5061
C05.2168,180,5661
C05.2374,180,5661
C05.2478,180,5661
C05.2707,180,5661
C05.2860,180,5661
C05.3307,180,5661
C05.3330,180,5661
C05.3479,180,5661
C05.3739,180,5661
C05.4013,180,5661
C05.4041,180,5661
C05.4256,180,5661
C05.4394,180,5661
C05.4486,180,5661
C05.4578,180,5661
C05.4677,180,5661
C05.4797,180,5061
C05.4912,180,5661
C05.5573,180,5061
C05.5886,180,5061
C05.5911,176,5661
C05.5912,180,5661
C05.5940,180,5061
C05.6065,180,5061
C05.6110,180,5661
C05.6153,180,1314
C05.6198,180,5061
C05.6228,180,5661
C05.6414,180,5061
C05.6507,180,11029
C05.6638,180,632
C05.6663,180,5661
C05.6710,180,5661
C05.6791,180,5661
C05.6926,180,5661
C05.7614,180,5661
C05.7658,180,5661
C05.7682,180,5661
C05.8057,180,5061
C05.8467,180,5061
C05.9120,180,5061
C05.9543,180,5061
C05.9813,180,5661
C05.9959,180,5061
C05.9981,180,5061
C05.10499,180,5661
C05.10899,180,5061
C05.11509,180,5661
C05.11575,180,5061
C05.11760,180,5061
C05.12202,180,5061
C05.12288,180,5061
C05.12326,180,5661
C05.12505,180,5661
C05.12778,180,5061
C05.12906,180,5661
C05.13195,180,5661
C05.13221,180,5061
C05.13435,180,5661
C05.13514,180,5661
C05.13870,180,11029
C05.14214,180,37124
C05.14236,180,5661
C05.14604,180,5661
C05.14771,180,5661
C05.15092,180,5061
C05.15182,180,5061
C05.15236,180,5061
C05.15264,180,5661
C05.15320,180,5661
C05.15712,180,5061
C05.15795,180,5661
C05.15971,180,5061
C05.16875,180,5661
C05.16901,180,5661
C05.17015,180,5661
C05.17043,180,5061
C05.17112,180,5661
C05.17217,180,5661
C05.17821,180,5061
C05.18187,180,5061
C05.18406,180,5061
C05.18869,180,5061
C05.19657,180,5661
C05.19696,180,11029
C05.20083,180,5661
C05.20177,180,5661
C05.20746,180,5661
C05.21341,180,5061
C05.21358,180,5661
C05.21592,180,5661
C05.21680,180,5661
C05.21907,180,5661
C05.22175,180,5661
C05.22186,180,5661
C05.22198,180,5661
C05.22802,180,5661
C05.22809,180,5061
C05.23025,180,11029
C05.23651,180,5661
C05.23710,180,37124
C05.24082,180,5661
C05.24084,180,5061
C05.24528,180,5661
C05.24566,180,5661
C05.24707,180,5661
C05.24883,180,5661
C05.25004,180,5661
C05.25118,180,5061
C05.25236,180,823
C05.25263,180,5661
C05.25331,180,11029
C05.25623,180,5661
C05.25625,180,5661
C05.25701,180,5061
C05.26016,180,11029
C05.26123,180,5661
C05.26148,180,5661
C05.26295,180,5661
C05.26520,180,5661
C05.26808,180,5061
C05.26890,180,5061
C05.27022,180,5061
C05.27413,180,5661
C05.27518,180,5661
C05.27736,180,5061
C05.27740,180,5661
C05.28218,180,5061
C05.28368,180,5061
C05.28433,180,5061
C05.28607,180,5061
C05.29164,180,5061
C05.29174,180,5661
C05.29333,180,5661
C05.29502,180,5661
C05.30079,180,5661
C05.30199,180,5061
C05.30422,180,5061
C05.30493,180,5061
C05.30586,180,5061
C05.30813,180,5661
C05.31208,180,5061
C05.31282,180,5661
C05.31444,180,5661
C05.31991,180,5661
C05.32153,180,5661
C05.32253,180,5061
C05.32279,180,37124
C05.32632,180,5061
C05.32864,180,37124
C05.33267,180,5061
C05.33314,180,5061
C05.33321,180,5661
C05.33445,180,5061
C05.33594,180,5061
C05.33836,180,5061
C05.33893,180,584
C05.34016,180,5661
C05.34137,180,5661
C05.34313,180,5061
C05.34401,180,5661
C05.34485,180,5661
C05.34521,180,5661
C05.34823,180,5061
C05.35093,180,5061
C05.35329,180,5661
C05.35444,180,5061
C05.35482,180,11029
C05.35489,180,5661
C05.35532,180,1484157
C05.35551,180,5061
C05.35689,180,5661
C05.35786,180,5061
C05.35917,180,5061
C05.35975,180,5061
C05.36062,180,5661
C05.36133,180,5661
C05.36287,180,5661
C05.36660,180,5061
C05.36804,180,5661
C05.37179,180,5661
C05.37359,180,5661
C05.37654,180,5661
C05.37917,180,5061
C05.38034,180,5661
C05.38066,180,5061
C05.38656,180,5661
C05.38970,180,5661
C05.38987,180,5061
C05.39074,180,5661
C05.39154,180,5061
C05.39278,180,5061
C05.39381,180,5661
C05.39578,180,5061
C05.39696,180,5061
C05.39796,180,5061
C05.39806,180,5061
C05.39980,180,5661
C05.40255,180,5661
C05.40402,180,5061
C05.40574,180,5061
C05.40664,180,5661
C05.40694,180,37124
C05.40888,180,5661
C05.40966,180,5061
C05.41083,180,5661
C05.41236,180,5061
C05.41878,180,5661
C05.42023,180,5661
C05.42039,180,5661
C05.42107,180,5061
C05.42715,180,5661
C05.42873,180,5661
C05.43006,180,5061
C05.43159,180,5061
C05.43256,180,5661
C05.43343,180,5661
C05.43598,180,5661
C05.43783,180,5661
C05.43864,180,5661
C05.43933,180,5061
C05.44189,180,5661
C05.44224,180,5061
C05.44371,180,85698
C05.44625,180,5061
C05.44886,180,37124
C05.44896,180,5061
C05.44939,180,1484157
C05.44977,180,5061
C05.45692,180,5661
C05.45827,180,5061
C05.46336,180,5661
C05.46669,180,5661
C05.47002,180,5661
C05.47113,180,5661
C05.47416,180,546
C05.47564,180,5661
C05.47857,180,5661
C05.47973,180,5661
C05.48019,180,5661
C05.48329,180,5661
C05.48566,180,5661
C05.48916,180,11029
C05.49138,180,5061
C05.49473,180,5061
C05.49482,180,5661
C05.49758,180,5661
C05.49777,180,5061
C05.49821,180,5061
C05.49869,180,5661
C05.49915,180,5061
C05.50001,180,5661
C05.50062,180,5661
C05.50288,180,5661
C05.50308,180,5661
C05.50354,180,263
C05.50474,180,5661
C05.50584,180,11029
C05.50626,180,1484157
C05.50658,180,5061
C05.50878,180,5061
C05.51100,180,5661
C05.51129,180,5661
C05.51359,180,5661
C05.51541,180,5661
C05.51627,180,5661
C05.51930,180,5661
C05.52007,180,5661
C05.52036,180,5061
C05.52710,180,5661
C05.52735,180,5661
C05.52747,180,5661
C05.53028,176,1484157
C05.53583,180,5061
C05.53978,180,5661
C05.54030,180,5661
C05.54303,180,5661
C05.54415,180,5661
C05.54610,180,64320
C05.54619,180,5061
C05.54913,92,5661
C05.55182,180,5061
C05.55218,180,5661
C05.55286,180,5061
C05.55387,180,5061
C05.55860,180,5661
C05.56330,180,5061
C05.56584,180,11029
C05.56671,180,5061
C05.56897,180,5661
C05.56909,180,5661
C05.57006,180,5061
C05.57116,180,5061
C05.57149,180,5661
C05.57537,180,5661
C05.57767,180,5661
C05.57906,114,5661
C05.58393,180,5661
C05.58440,90,5661
C05.58535,180,5661
C05.58986,180,5061
C05.59001,180,5661
C05.59156,156,632
C05.59183,180,5661
C05.59483,180,5661
