Object_ID, Length, Assignment
C01.100,180,562
C01.164,180,1747
C01.173,180,1747
C01.197,180,1747
C01.218,180,1747
C01.223,180,562
C01.259,180,623
C01.305,180,1747
C01.318,180,1747
C01.320,180,5061
C01.327,180,1747
C01.378,180,5661
C01.379,180,1747
C01.432,180,5061
C01.466,180,5061
C01.550,180,1747
C01.735,180,1747
C01.739,180,5661
C01.794,180,562
C01.802,180,5661
C01.947,180,562
C01.964,180,1747
C01.985,180,1747
C01.1018,180,562
C01.1025,180,1747
C01.1037,180,5661
C01.1100,180,1747
C01.1143,180,1747
C01.1169,180,1747
C01.1225,180,1747
C01.1229,180,1747
C01.1240,180,562
C01.1247,180,1747
C01.1255,180,1747
C01.1262,180,28152
C01.1269,180,562
C01.1291,180,1747
C01.1409,180,5061
C01.1452,180,1747
C01.1467,180,562
C01.1519,180,5061
C01.1565,180,562
C01.1598,180,623
C01.1639,180,1747
C01.1772,180,1747
C01.1792,180,1747
C01.1800,180,562
C01.1845,180,1747
C01.1886,180,1747
C01.1934,180,1747
C01.1959,180,1747
C01.2088,180,1747
C01.2180,180,632
C01.2208,180,1747
C01.2218,180,1747
C01.2225,180,562
C01.2243,180,1747
C01.2270,180,1747
C01.2296,180,1747
C01.2337,180,562
C01.2342,180,1747
C01.2359,180,562
C01.2384,180,562
C01.2419,180,1747
C01.2422,180,562
C01.2440,180,562
C01.2462,180,1747
C01.2464,180,1747
C01.2481,180,5061
C01.2520,180,1747
C01.2522,180,623
C01.2607,180,1747
C01.2712,180,5661
C01.2733,180,562
C01.2820,180,1747
C01.2838,180,1747
C01.2898,180,1747
C01.2948,180,5661
C01.2993,180,1747
C01.2998,180,1747
C01.3007,180,562
C01.3072,180,562
C01.3090,180,562
C01.3103,180,1747
C01.3142,180,5661
C01.3166,180,5661
C01.3168,180,1747
C01.3182,180,5661
C01.3195,180,1747
C01.3210,180,562
C01.3252,180,1747
C01.3259,180,1747
C01.3331,180,5661
C01.3338,180,1747
C01.3345,180,1747
C01.3382,180,1747
C01.3416,180,1747
C01.3471,180,562
C01.3490,124,5661
C01.3498,180,5661
C01.3549,180,1747
C01.3563,180,1747
C01.3602,180,562
C01.3639,180,1747
C01.3647,180,562
C01.3657,180,1747
C01.3662,180,1747
C01.3695,180,1747
C01.3831,180,1747
C01.3854,180,1747
C01.3883,180,1747
C01.3899,180,1747
C01.3923,180,1747
C01.3946,180,623
C01.3971,180,1747
C01.4013,180,5661
C01.4019,180,562
C01.4029,180,1747
C01.4047,180,562
C01.4080,180,1747
C01.4095,180,562
C01.4096,180,562
C01.4110,180,562
C01.4148,180,1747
C01.4154,180,1747
C01.4178,180,5061
C01.4185,180,1747
C01.4219,180,1747
C01.4231,180,1747
C01.4240,180,1747
C01.4258,180,1747
C01.4296,180,562
C01.4313,180,562
C01.4320,180,1747
C01.4343,180,1747
C01.4367,180,562
C01.4370,180,1747
C01.4391,180,5061
C01.4444,180,1747
C01.4491,180,5661
C01.4508,180,1747
C01.4518,180,5661
C01.4538,180,562
C01.4558,180,562
C01.4565,180,5061
C01.4571,180,1747
C01.4572,180,1747
C01.4601,180,1747
C01.4686,180,562
C01.4688,180,1747
C01.4749,180,5661
C01.4757,180,1747
C01.4781,180,562
C01.4796,180,562
C01.4930,180,1747
C01.4938,180,1747
C01.4942,180,562
C01.4969,180,1920107
C01.5017,180,562
C01.5023,180,5661
C01.5029,180,562
C01.5030,180,1747
C01.5061,180,1747
C01.5091,180,5661
C01.5142,180,1747
C01.5161,180,1747
C01.5169,180,1747
C01.5175,180,1747
C01.5242,180,5661
C01.5305,180,1747
C01.5311,180,623
C01.5328,180,1747
C01.5331,180,1747
C01.5375,180,562
C01.5411,180,5061
C01.5449,180,1747
C01.5529,180,1747
C01.5554,180,1747
C01.5579,180,562
C01.5583,180,562
C01.5606,180,1747
C01.5625,180,5061
C01.5730,180,1747
C01.5732,180,1747
C01.5744,180,1747
C01.5753,180,1747
C01.5784,180,1747
C01.5788,180,562
C01.5814,180,1747
C01.5829,180,562
C01.5862,180,1747
C01.5869,180,562
C01.5882,180,1747
C01.5888,180,5061
C01.5949,180,1747
C01.5959,180,1747
C01.5969,180,1747
C01.5980,180,562
C01.5995,180,1747
