Object_ID, Length, Assignment
M04071:132:000000000-BK78J:1:1101:12962:2142,302,5061
M04071:132:000000000-BK78J:1:1101:13545:2251,300,5061
M04071:132:000000000-BK78J:1:1101:17275:2363,301,5061
M04071:132:000000000-BK78J:1:1101:17330:2467,299,5661
M04071:132:000000000-BK78J:1:1101:10679:2698,302,5061
M04071:132:000000000-BK78J:1:1101:15552:2851,300,5061
M04071:132:000000000-BK78J:1:1101:20843:2852,301,5061
M04071:132:000000000-BK78J:1:1101:14850:3043,301,5661
M04071:132:000000000-BK78J:1:1101:18867:3129,299,5061
M04071:132:000000000-BK78J:1:1101:17206:3907,302,5661
M04071:132:000000000-BK78J:1:1101:15305:3959,301,5061
M04071:132:000000000-BK78J:1:1101:12627:4028,302,5061
M04071:132:000000000-BK78J:1:1101:15890:4058,301,5661
M04071:132:000000000-BK78J:1:1101:18063:4258,224,632
M04071:132:000000000-BK78J:1:1101:13299:4375,301,5061
M04071:132:000000000-BK78J:1:1101:7744:4729,302,263
M04071:132:000000000-BK78J:1:1101:11118:5320,301,5061
M04071:132:000000000-BK78J:1:1101:9018:5339,301,29484
M04071:132:000000000-BK78J:1:1101:11578:5425,302,5061
M04071:132:000000000-BK78J:1:1101:10208:5481,302,630
M04071:132:000000000-BK78J:1:1101:12233:5526,301,5661
M04071:132:000000000-BK78J:1:1101:11664:5531,302,5061
M04071:132:000000000-BK78J:1:1101:20019:5546,297,5661
M04071:132:000000000-BK78J:1:1101:22977:6075,215,11029
M04071:132:000000000-BK78J:1:1101:9125:6090,302,5661
M04071:132:000000000-BK78J:1:1101:14317:6141,301,5661
M04071:132:000000000-BK78J:1:1101:15255:6208,300,5061
M04071:132:000000000-BK78J:1:1101:11902:6245,302,632
M04071:132:000000000-BK78J:1:1101:20625:6545,301,615
M04071:132:000000000-BK78J:1:1101:11822:6548,302,5061
M04071:132:000000000-BK78J:1:1101:18809:6881,301,5061
M04071:132:000000000-BK78J:1:1101:5814:7004,300,5061
M04071:132:000000000-BK78J:1:1101:16002:7221,301,5661
M04071:132:000000000-BK78J:1:1101:24499:7261,302,5061
M04071:132:000000000-BK78J:1:1101:8243:7263,302,5061
M04071:132:000000000-BK78J:1:1101:16858:7282,298,5661
M04071:132:000000000-BK78J:1:1101:11706:7520,301,5061
M04071:132:000000000-BK78J:1:1101:14505:7787,299,5661
M04071:132:000000000-BK78J:1:1101:23745:7798,296,5661
M04071:132:000000000-BK78J:1:1101:12038:8055,302,5061
M04071:132:000000000-BK78J:1:1101:15605:8203,301,5661
M04071:132:000000000-BK78J:1:1101:9119:8242,299,5061
M04071:132:000000000-BK78J:1:1101:6180:8334,302,5061
M04071:132:000000000-BK78J:1:1101:5360:8482,302,5061
M04071:132:000000000-BK78J:1:1101:23414:8486,302,5061
M04071:132:000000000-BK78J:1:1101:14536:8564,302,5661
M04071:132:000000000-BK78J:1:1101:27084:8584,302,5061
M04071:132:000000000-BK78J:1:1101:13566:8632,282,5061
M04071:132:000000000-BK78J:1:1101:15167:8658,302,5061
M04071:132:000000000-BK78J:1:1101:20219:8691,301,5661
M04071:132:000000000-BK78J:1:1101:21272:8708,302,5661
M04071:132:000000000-BK78J:1:1101:18979:8760,300,5061
M04071:132:000000000-BK78J:1:1101:16602:8800,302,5061
M04071:132:000000000-BK78J:1:1101:22615:8844,300,5061
M04071:132:000000000-BK78J:1:1101:9080:9018,301,5661
M04071:132:000000000-BK78J:1:1101:9025:9099,298,5661
M04071:132:000000000-BK78J:1:1101:24722:9208,230,5661
M04071:132:000000000-BK78J:1:1101:13576:9248,298,5061
M04071:132:000000000-BK78J:1:1101:19978:9271,302,29484
M04071:132:000000000-BK78J:1:1101:13232:9287,302,5061
M04071:132:000000000-BK78J:1:1101:26678:9362,302,5661
M04071:132:000000000-BK78J:1:1101:24024:9364,300,5061
M04071:132:000000000-BK78J:1:1101:8607:9449,301,5061
M04071:132:000000000-BK78J:1:1101:24637:9586,300,5661
M04071:132:000000000-BK78J:1:1101:5808:9613,300,5061
M04071:132:000000000-BK78J:1:1101:17572:9683,301,5061
M04071:132:000000000-BK78J:1:1101:8630:9969,302,5061
M04071:132:000000000-BK78J:1:1101:13605:9985,302,5661
M04071:132:000000000-BK78J:1:1101:13481:10078,302,5061
M04071:132:000000000-BK78J:1:1101:27622:10148,301,5061
M04071:132:000000000-BK78J:1:1101:10874:10229,300,5061
M04071:132:000000000-BK78J:1:1101:6761:10338,302,632
M04071:132:000000000-BK78J:1:1101:15785:10430,220,5661
M04071:132:000000000-BK78J:1:1101:6218:10450,301,5061
M04071:132:000000000-BK78J:1:1101:19883:10582,299,5061
M04071:132:000000000-BK78J:1:1101:4742:10670,302,5661
