TaxaID	Taxonomic_Rank	Name	Count	Probability	Proportion_Classified(%)
9590	species	SYMPHALANGUS SYNDACTYLUS	17.074024325467	341	5.0070453	1.0357186
100272	species	UNCULTURED EUKARYOTE	14.5921739867015	51	28.6121059	0.1549022
357284	species	HOMALOPTERA LEONARDI	13.6146082099596	76	17.9139582	0.2308346
9606	species	HOMO SAPIENS	12.6778877886718	180	7.0432710	0.5467136
10116	species	RATTUS NORVEGICUS	12.059689280655	89	13.5502127	0.2703195
9601	species	PONGO ABELII	11.5246156544925	207	5.5674472	0.6287207
10020	species	DIPODOMYS ORDII	10.1228298594575	53	19.0996790	0.1609768
77133	species	UNCULTURED BACTERIUM	8.60646581255567	39	22.0678611	0.1184546
10090	species	MUS MUSCULUS	6.79355587227962	168	4.0437833	0.5102661
42254	species	SOREX ARANEUS	5.223915126707	21	24.8757863	0.0637833
252962	species	OSCARELLA TUBERCULATA	4.707251430127	14	33.6232245	0.0425222
405008	species	EUCOMONYMPHA IMLA	4.01053740962428	26	15.4251439	0.0789697
9598	species	PAN TROGLODYTES	3.43236602753367	66	5.2005546	0.2004617
37347	species	TUPAIA BELANGERI	3.1533268655363	59	5.3446218	0.1792006
9371	species	ECHINOPS TELFAIRI	3.0441264150987	45	6.7647254	0.1366784
1157685	species	RHIZOBIUM SP. JGI 0001005 H05	2.8417236011218	16	17.7607725	0.0485968
9978	species	OCHOTONA PRINCEPS	2.6847570073659	102	2.6321147	0.3098044
477976	species	CALDITERRIVIBRIO NITROREDUCENS	2.402340129198	21	11.4397149	0.0637833
5241	species	TULASNELLA VIOLEA	2.380914391481	61	3.9031383	0.1852752
683832	species	CIRRHINUS MRIGALA	2.3776672662438	14	16.9833376	0.0425222
64183	species	UTERIPORUS SP. SC 1997	2.224243684554	4	55.6060921	0.0121492
763931	species	KOFOIDINIUM CF. PAVILLARDII	2.19263138971	4	54.8157847	0.0121492
604433	species	ARBOROPHILA RUFOGULARIS	2.1356137820694	18	11.8645210	0.0546714
187300	species	UNCULTURED DINOFLAGELLATE	2.0660328705841	14	14.7573776	0.0425222
30538	species	VICUGNA PACOS	2	2	100.0000000	0.0060746
61392	species	COEMANSIA REVERSA	1.957149068801	11	17.7922643	0.0334103
217026	species	AUXIS ROCHEI	1.9419952398155	6	32.3665873	0.0182238
479641	species	VACELETIA SP. GW948	1.90909090909098	22	8.6776860	0.0668206
8824	species	APTERYX OWENII	1.7905510784408	30	5.9685036	0.0911189
72520	species	NANNOCHLOROPSIS GADITANA	1.66822452903153	32	5.2132017	0.0971935
1402	species	BACILLUS LICHENIFORMIS	1.665200348307	174	0.9570117	0.5284899
9986	species	ORYCTOLAGUS CUNICULUS	1.62903914317875	65	2.5062141	0.1974244
665941	species	COPROBACILLUS SP. 3_3_56FAA	1.611650298542	2	80.5825149	0.0060746
203449	species	UNCULTURED MARINE EUKARYOTE	1.57909893506739	14	11.2792781	0.0425222
230744	species	SELENIDIUM VIVAX	1.569493038455	6	26.1582173	0.0182238
1017163	species	MYXOBOLUS GROENLANDICUS	1.540443469659	4	38.5110867	0.0121492
33695	species	TUBULINOSEMA KINGI	1.45358534157144	19	7.6504492	0.0577087
415603	species	INFUNDIBULOMYCES SP. NR 2006A	1.42971501367814	17	8.4100883	0.0516341
723287	species	ANNCALIIA ALGERAE	1.385962830693	3	46.1987610	0.0091119
1047006	species	OMNITROPHICA BACTERIUM SCGC AAA252 B19	1.3569408367388	10	13.5694084	0.0303730
1104610	species	MICROGENOMATES BACTERIUM SCGC AAA011 B20	1.3555927460528	9	15.0621416	0.0273357
5022	species	LEPTOSPHAERIA MACULANS	1.3086447241816	46	2.8448798	0.1397157
1104615	species	MICROGENOMATES BACTERIUM SCGC AAA011 L05	1.3085875368008	12	10.9048961	0.0364476
85101	species	UROCOLIUS MACROURUS	1.276760514969	5	25.5352103	0.0151865
304914	species	SINOCYCLOCHEILUS ALTISHOULDERUS	1.2701717293351	6	21.1695288	0.0182238
336262	species	DOROSOMA CEPEDIANUM	1.2388691157098	4	30.9717279	0.0121492
198507	species	LABEO SENEGALENSIS	1.2100746188897	6	20.1679103	0.0182238
303551	species	GONYAULAX FRAGILIS	1.178924338679	4	29.4731085	0.0121492
59463	species	MYOTIS LUCIFUGUS	1.152672908531	3	38.4224303	0.0091119
240359	species	THECADINIUM MUCOSUM	1.141652337946	4	28.5413084	0.0121492
8801	species	STRUTHIO CAMELUS	1.12508056992257	105	1.0715053	0.3189163
184585	species	ENGRAULIS ENCRASICOLUS	1.1098219332179	9	12.3313548	0.0273357
8823	species	APTERYX HAASTII	1.0973345136108	129	0.8506469	0.3918114
554024	species	NEMATODA ENVIRONMENTAL SAMPLE	1.077989963958	3	35.9329988	0.0091119
445360	species	PELLONA DITCHELA	1.07331299895573	4	26.8328250	0.0121492
56262	species	PANDION HALIAETUS	1.06742126714727	13	8.2109328	0.0394849
35128	species	THALASSIOSIRA PSEUDONANA	1.02723009959441	18	5.7068339	0.0546714
5808	species	CRYPTOSPORIDIUM MURIS	1.02347175852182	209	0.4896994	0.6347953
8797	species	RHEA AMERICANA	1.02282085012315	42	2.4352877	0.1275665
61416	species	SPIRODACTYLON AUREUM	1.0088712155821	4	25.2217804	0.0121492
285084	species	AULACOSEIRA CRENULATA	1	1	100.0000000	0.0030373
503834	species	HALANAEROBACULUM TUNISIENSE	1	2	50.0000000	0.0060746
281612	species	PROTOPERIDINIUM LEONIS	1	1	100.0000000	0.0030373
156903	species	ACONTIAS LITORALIS	0.98454455463	1	98.4544555	0.0030373
9365	species	ERINACEUS EUROPAEUS	0.96908052651285	216	0.4486484	0.6560564
9615	subspecies	CANIS LUPUS FAMILIARIS	0.9339049149406	173	0.5398294	0.5254526
384638	species	[BACTEROIDES] PECTINOPHILUS	0.932440623483	2	46.6220312	0.0060746
643345	species	PSILORHYNCHUS SUCATIO	0.932008227521	2	46.6004114	0.0060746
8795	species	PTEROCNEMIA PENNATA	0.92727845322915	90	1.0303094	0.2733568
665959	species	BACILLUS SP. 2_A_57_CT2	0.916089441226	1	91.6089441	0.0030373
70863	species	SHEWANELLA ONEIDENSIS	0.910807129878	1	91.0807130	0.0030373
1394710	species	CANDIDATE DIVISION WWE3 BACTERIUM RAAC2_WWE3_1	0.9104831919296	14	6.5034514	0.0425222
173225	species	TACHYCINETA MEYENI	0.9061285142463	3	30.2042838	0.0091119
63363	species	AQUIFEX AEOLICUS	0.894147194561	6	14.9024532	0.0182238
319673	species	CLISTOSACCUS PAGURI	0.889012640528	1	88.9012641	0.0030373
27973	species	ENCEPHALITOZOON HELLEM	0.8785450847087	18	4.8808060	0.0546714
28791	species	CYPRINELLA LUTRENSIS	0.863699610876	3	28.7899870	0.0091119
404771	species	UNCULTURED PEZIZACEAE	0.856409734821	1	85.6409735	0.0030373
146919	species	SALINIBACTER RUBER	0.849714209861667	10	8.4971421	0.0303730
10141	species	CAVIA PORCELLUS	0.841282805879	3	28.0427602	0.0091119
