TaxaID	Taxonomic_Rank	Name	Count	Probability	Proportion_Classified(%)
77133	species	UNCULTURED BACTERIUM	22.7947511838438	78	29.2240400	0.0614759
9590	species	SYMPHALANGUS SYNDACTYLUS	21.6750793750223	369	5.8740053	0.2908283
10116	species	RATTUS NORVEGICUS	18.8320391401268	202	9.3227917	0.1592068
9606	species	HOMO SAPIENS	16.4667736333255	239	6.8898634	0.1883684
100272	species	UNCULTURED EUKARYOTE	15.9067304788456	89	17.8727309	0.0701456
42254	species	SOREX ARANEUS	14.6053469356517	56	26.0809767	0.0441365
10020	species	DIPODOMYS ORDII	14.2902702111943	80	17.8628378	0.0630522
10090	species	MUS MUSCULUS	13.1416098275331	284	4.6273274	0.2238353
357284	species	HOMALOPTERA LEONARDI	11.6308986167106	75	15.5078648	0.0591114
9601	species	PONGO ABELII	9.43205958275632	195	4.8369536	0.1536897
763931	species	KOFOIDINIUM CF. PAVILLARDII	8.9977727469228	12	74.9814396	0.0094578
252962	species	OSCARELLA TUBERCULATA	8.187031954352	31	26.4097805	0.0244327
203449	species	UNCULTURED MARINE EUKARYOTE	7.3956772955231	34	21.7519920	0.0267972
9598	species	PAN TROGLODYTES	6.64903377421714	169	3.9343395	0.1331978
9978	species	OCHOTONA PRINCEPS	6.4291069847038	77	8.3494896	0.0606877
9986	species	ORYCTOLAGUS CUNICULUS	5.77522784509087	137	4.2154948	0.1079769
37347	species	TUPAIA BELANGERI	5.65851182417791	117	4.8363349	0.0922138
1157685	species	RHIZOBIUM SP. JGI 0001005 H05	5.45159129154005	29	18.7985907	0.0228564
9371	species	ECHINOPS TELFAIRI	5.278064287198	92	5.7370264	0.0725100
34755	subspecies	SAGITTA CRASSA NAIKAIENSIS	4.395437196297	26	16.9055277	0.0204920
604433	species	ARBOROPHILA RUFOGULARIS	3.9098415957276	22	17.7720073	0.0173394
61392	species	COEMANSIA REVERSA	3.8396051927652	27	14.2207600	0.0212801
64183	species	UTERIPORUS SP. SC 1997	3.516086493863	4	87.9021623	0.0031526
256318	species	METAGENOME	3.507121496749	12	29.2260125	0.0094578
187300	species	UNCULTURED DINOFLAGELLATE	3.1604912205492	20	15.8024561	0.0157630
1104615	species	MICROGENOMATES BACTERIUM SCGC AAA011 L05	2.88687807746545	26	11.1033772	0.0204920
1047006	species	OMNITROPHICA BACTERIUM SCGC AAA252 B19	2.7955361712752	13	21.5041244	0.0102460
665941	species	COPROBACILLUS SP. 3_3_56FAA	2.404474020435	3	80.1491340	0.0023645
85101	species	UROCOLIUS MACROURUS	2.3892425504	27	8.8490465	0.0212801
