#Taxon_ID	Taxon_Rank	Taxon_Name	Probability_Mass
Unclassifiable	Unknown	Unknown	1139.78207998104
596319	no rank	STAPHYLOCOCCUS WARNERI L37603	0.3371545820785
256066	species	LEPIDOZONA MERTENSII	0.336421590782
349979	species	PLATYGLOEA SP. RB1040	0.335768796406
555186	species	ANADENOBOLUS ARBOREUS	0.335226523349
390268	species	PSEUDOTRICHONYMPHA SP. AU03SC	0.3349023546909
29557	species	MYCOPLASMA GALLINARUM	0.334360903728
152509	species	UNCULTURED BACTEROIDETES BACTERIUM	0.3342087803161
622360	no rank	ALTERNARIA BRASSICICOLA ATCC 96836	0.333013083002
113536	species	SCHROEDERIELLA APICULATA	0.332912225668
374822	species	MACRODASYS CAUDATUS	0.332055897162
175247	species	UNCULTURED CHYTRIDIOMYCOTA	0.3318061177077
908937	no rank	PREVOTELLA DENTALIS DSM 3688	0.3306034579705
52227	species	PREVOTELLA DENTALIS	0.3306034579705
72699	species	COCCULINA MESSINGI	0.329676594954
104083	species	PSEUDOTRICHONYMPHA GRASSII	0.3278588778345
344445	species	TETRAPTERYS GLABRIFOLIA	0.327704361794
196593	species	LEIDYANA MIGRATOR	0.327396184766
29547	class	EPSILONPROTEOBACTERIA	0.32489311666526
934030	species	PSEUDOPLEURONECTES OBSCURUS X CELL PARASITE	0.3238143114908
8996	species	NUMIDA MELEAGRIS	0.322003227488
8995	genus	NUMIDA	0.322003227488
326572	species	JADWIGIA APPLANATA	0.319697873459
447592	species	UMMELIATA INSECTICEPS	0.31843403817
562983	no rank	GEMELLA SANGUINIS M325	0.3173892681645
84135	species	GEMELLA SANGUINIS	0.3173892681645
649639	no rank	BACILLUS CELLULOSILYTICUS DSM 2522	0.3164406305255
1413	species	BACILLUS CELLULOSILYTICUS	0.3164406305255
908625	species	SPHAEROSPORA TESTICULARIS	0.314502838321
1169103	species	MOCKFORDIA XANTHOCAECILIAE	0.314334659222
164851	species	UNCULTURED SOIL BACTERIUM	0.313879359113
285696	species	UNCULTURED PARABASALID EUKARYOTE	0.3135749184278
496920	species	SALTERN METAGENOME	0.3124036938348
189428	species	FLABELLIA PETIOLATA	0.31166550226424
5613	species	KURTZMANOMYCES NECTAIREI	0.311031156922
5693	species	TRYPANOSOMA CRUZI	0.310935074866
1428	species	BACILLUS THURINGIENSIS	0.309992491393
545086	species	COPILIA MIRABILIS	0.308794743641
996601	species	PHILACTINOPOSTHIA BREVIS	0.308748870812
931554	species	COPROMYXA PROTEA	0.307998775955
122773	species	APODERUS GIRAFFA	0.307940475772
189332	species	AMOEBOPHRYA SP. EX KARLODINIUM MICRUM	0.307862268717
5742	species	GIARDIA MURIS	0.307688888922
166267	no rank	SPONGOSPORA SUBTERRANEA F. SP. SUBTERRANEA	0.3057901725138
8795	species	PTEROCNEMIA PENNATA	0.30578316591925
8794	genus	PTEROCNEMIA	0.30578316591925
109801	species	PARVICAPSULA MINIBICORNIS	0.304041144519
389328	species	LICHOMOLGIDIUM SP. NEW CALEDONIA RJH 2006	0.303525428413
244724	species	BOTRYOCOCCUS SP. UTEX 2629	0.303257879108
103452	species	JANACEKIA DEBAISIEUXI	0.3032423939359
379107	species	THRAUSTOCHYTRIIDAE SP. STRAIN H41	0.30260712431004
84150	species	ACRORHYNCHIDES ROBUSTUS	0.302297391375
693772	species	INVERTEBRATE ENVIRONMENTAL SAMPLE	0.3020883016163
645018	species	ARTHROSPHAERA BRANDTII	0.300685906839
79320	species	INONOTUS LINTEUS	0.299742998861
39946	no rank	ORYZA SATIVA INDICA GROUP	0.29926304366
69977	species	SPOROBOLOMYCES DIMMENAE	0.295361671895
524897	species	HYALOPHYSA CHATTONI	0.295314124074
7742	no rank	VERTEBRATA	0.294393836120167
89593	subphylum	CRANIATA	0.294393836120167
7776	superclass	GNATHOSTOMATA	0.294393836120167
216455	species	HEXACTINOMYXON SP. 2 SH 2002	0.292862407687
404737	species	UNCULTURED CERCOMONAD	0.292710870316
198662	species	MELAMPSORA EPITEA	0.292363407658
191595	species	AMBLYOSPORA CINEREI	0.292022147714
77518	species	PLASMODIUM FIELDI	0.290010373495
404790	species	PHASEOLEAE ENVIRONMENTAL SAMPLE	0.289108443483
104674	species	CRYPTOCOCCUS MARINUS	0.288893869828
232676	species	ENENTERUM AUREUM	0.28855899058
328340	species	SOIL FLAGELLATE AND6	0.288361820954
169114	species	NOTHRIA CONCHYLEGA	0.28742845345
686741	species	CAVERNOMONAS MIRA	0.286054818734
424460	species	PANTOPIPETTA LONBITUBERCULATA	0.285505360077
8796	genus	RHEA	0.2850403261476
8797	species	RHEA AMERICANA	0.2850403261476
668364	species	PROTOSTELIOPSIS FIMICOLA	0.284973246427
6029	phylum	MICROSPORIDIA	0.2848398864008
408169	no rank	METAGENOMES	0.2847260350315
12908	no rank	UNCLASSIFIED SEQUENCES	0.2847260350315
166587	species	UNCULTURED CHLOROFLEXI BACTERIUM	0.2846119126708
5217	species	TREMELLA MESENTERICA	0.28412220603
298498	species	CLAVELLA ADDUNCA	0.283917298229
686731	species	CERCOMONAS PIGRA	0.283769137204
390252	species	PSEUDOTRICHONYMPHA SP. MA79CP P1	0.283648854086
67759	species	AMBLYOSPORA CONNECTICUS	0.282963979667
524900	species	VAMPYROPHRYA PELAGICA	0.280173114022
48021	species	ARTOMYCES PYXIDATUS	0.280044725308
104090	species	SPIROTRICHONYMPHA SP. HS1	0.279294133635
170	family	LEPTOSPIRACEAE	0.2789765908075
585151	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS C427	0.278009492164
356913	species	UNCULTURED FRESHWATER CERCOZOAN	0.277536094946
100783	species	ALLOSTOMA NEOSTILIFERUM	0.2764131208956
1017163	species	MYXOBOLUS GROENLANDICUS	0.276293230329
95486	species	BURKHOLDERIA CENOCEPACIA	0.276086919748
172825	species	AMASTIGOMONAS SP. MILLPORT	0.276065907227
174907	species	LARICOBIUS ERICHSONI	0.275571784816
371676	varietas	RHIZOPUS STOLONIFER VAR. LYOCOCCOS	0.2752263303694
231612	species	LABIDOGNATHIA LONGICOLLIS	0.274558446645
212038	species	COPEPODA ENVIRONMENTAL SAMPLE	0.274377297334
106528	species	PIROPLASMIDA GEN. SP. MD1	0.274046975674
8578	family	COLUBRIDAE	0.27122373729186
547477	species	UNCULTURED SCUTICOCILIATIA	0.27038073922
466788	species	PODMOSTA DECEPTA	0.270064528961
61965	species	GIARDIA MICROTI	0.268761991205
369749	species	OCTOMITUS INTESTINALIS	0.268761739332
37352	species	GRUBERIA SP.	0.268273806352
82102	species	MELAMPSORA OCCIDENTALIS	0.267949075904
191592	species	AMBLYOSPORA INDICOLA	0.267602644752
29758	species	RAFFLESIA KEITHII	0.265720187614
207707	species	SCHROEDERA PLUMATELLAE	0.265560109037
652932	species	TRACHELOTRACTUS ENTZI	0.26432275662
2986	species	OCHROMONAS DANICA	0.2643068473455
445249	species	PINNULARIA BREBISSONII	0.2640499172929
152507	species	UNCULTURED ACTINOBACTERIUM	0.263491774638
172108	species	NEMERTODERMA BATHYCOLA	0.26328983498
313987	species	TETRAEDRON PENTAEDRICUM	0.262892612066
170417	species	HALIMEDA HEDERACEA	0.2625992022961
402894	species	CADUCEIA VERSATILIS	0.262434071017
379545	species	HEXACTINOMYXON SP. SH 2006	0.261893341693
40815	species	LYCHNOTHAMNUS BARBATUS	0.259965068261
42384	species	HYPHOCHYTRIUM CATENOIDES	0.259913911498
261658	species	DICTYOSTELIUM FASCICULATUM	0.2593543200443
2788	species	PYROPIA YEZOENSIS	0.258275441511
216757	species	CAMPYLODISCUS RALFSII	0.257881971094
351715	species	PROCRYPTOBIA SOROKINI	0.257259599317
5807	species	CRYPTOSPORIDIUM PARVUM	0.25667259075385
353152	no rank	CRYPTOSPORIDIUM PARVUM IOWA II	0.25667259075385
197528	species	PLATYAMOEBA PLURINUCLEOLUS	0.256498012455
699264	no rank	CANDIDATUS OMNITROPHUS FODINAE SCGC AAA011 A17	0.256355113930667
1431823	genus	CANDIDATUS OMNITROPHUS	0.256355113930667
1431825	species	CANDIDATUS OMNITROPHUS FODINAE	0.256355113930667
31469	family	GRACILARIACEAE	0.25609995696105
31468	order	GRACILARIALES	0.25609995696105
297890	species	IDOLOTHRIPS SPECTRUM	0.255912476397
490515	species	FLAMELLA ARNHEMENSIS	0.255895147439
76315	species	CAULERPA SERTULARIOIDES	0.25580851452276
39440	species	ISOCHROMATIUM BUDERI	0.255707816665
9	species	BUCHNERA APHIDICOLA	0.255418663996
94212	species	OPHIOCORDYCEPS HETEROPODA	0.25354036567
9224	family	PSITTACIDAE	0.2531954385907
237207	species	PATEENA POLYMITARIOR	0.252846178731
153269	species	BABESIA SP. WA1	0.252264464071
162318	species	CHLOROTETRAEDRON POLYMORPHUM	0.251730207784
96661	species	RHABDITOIDES INERMIS	0.250993065228
473560	species	LECITHODENDRIIDAE SP. PAFLUKEA	0.24963489129
29281	species	UNCULTURED CRENARCHAEOTE	0.2491142349985
798311	species	PTILOCAULIS SPICULIFER	0.249107625908
74976	species	ZALOPHOTREMA HEPATICUM	0.248183974253
378379	species	CERATOCEPHALE LOVENI	0.248129770871
455383	species	EUCOLEUS DISPAR	0.248023487005
645452	species	CERCOZOA SP. BRADY BEACH 2007	0.24801545976
202604	species	MOORELLA MULDERI	0.247501314274
98800	no rank	BUCHNERA APHIDICOLA ERIOSOMA LANUGINOSUM	0.247383494053
229749	species	RHYSOTRITIA DUPLICATA	0.246829156097
323731	species	BABESIA CONRADAE	0.246663360165
130081	species	GALDIERIA SULPHURARIA	0.24617473558
31290	species	PSALTERIOMONAS LANTERNA	0.2454239725068
460189	species	ENTEROMONAS HOMINIS	0.2452266536831
703034	species	CHAUNACANTHID SP. 6200	0.244852512217
884649	species	MYRIANIDA FLAVA	0.24455396601
195467	species	MYXOBOLUS PAVLOVSKII	0.2434856232432
637493	species	MICROSPORIDIUM SP. MIC1	0.2418402955922
8240	species	THUNNUS MACCOYII	0.241070088287
281489	species	TOPSENTIA OPHIRAPHIDITES	0.240163755948
388226	species	PROTOPERIDINIUM THULESENSE	0.239567802633
281612	species	PROTOPERIDINIUM LEONIS	0.238760386388
319673	species	CLISTOSACCUS PAGURI	0.238610645705
2769	species	CHONDRUS CRISPUS	0.2382757246297
263474	species	BACILLUS HUMI	0.2380916364518
253960	species	TRACHELOMONAS ELLIPSOIDALIS	0.237634289518
2770	genus	CYANIDIUM	0.236774025531
2771	species	CYANIDIUM CALDARIUM	0.236774025531
7739	species	BRANCHIOSTOMA FLORIDAE	0.236452993397
88150	species	SACCHARINA RELIGIOSA	0.23429067871
930161	species	TUBAKIELLA GALERITA	0.234025368564
34349	species	MIXIA OSMUNDAE	0.2338601702689
54045	species	PHAFFOMYCES ANTILLENSIS	0.231901311056
96475	class	MESOSTIGMATOPHYCEAE	0.231866016081112
41881	genus	MESOSTIGMA	0.231866016081112
41882	species	MESOSTIGMA VIRIDE	0.231866016081112
35428	family	MESOSTIGMATACEAE	0.231866016081112
160439	order	MESOSTIGMATALES	0.231866016081112
61999	species	DILTA LITTORALIS	0.230425669609
104086	species	HOLOMASTIGOTOIDES MIRABILE	0.2303454387968
335445	species	UNCULTURED BOLETACEAE	0.2299441679842
37658	species	CLOSTRIDIUM POPULETI	0.229542933425
34508	species	STEINERNEMA CARPOCAPSAE	0.229449563652
86088	species	BACILLUS SP. YP	0.228685910823
27575	species	MOLGULA OCULATA	0.2281770856145
44055	genus	AUREOCOCCUS	0.2279182463405
44056	species	AUREOCOCCUS ANOPHAGEFFERENS	0.2279182463405
244704	species	MYXOBILATUS GASTEROSTEI	0.227026717246
30282	species	MOLGULA OCCIDENTALIS	0.2263721746375
139277	species	DACRYOPINAX SPATHULARIA	0.226197141343
555161	species	AUSTRALOCRICUS SP. KMP 2008	0.225712021654
543519	species	MYXOBOLUS LEPTOBARBI	0.225628932814
181416	genus	CHAUNAX	0.2241566932764
181414	superfamily	CHAUNACIOIDEA	0.2241566932764
181415	family	CHAUNACIDAE	0.2241566932764
215330	suborder	CHAUNACOIDEI	0.2241566932764
112170	species	CYRTOSIA SEPTENTRIONALIS	0.223409695689
27342	species	SCHIZOPORA PARADOXA	0.221447854678
427870	species	SUBTERCOLA SP. 5004	0.221116615279
856889	species	MANTAMONAS PLASTICA	0.220883568102
5794	phylum	APICOMPLEXA	0.219829908792
118008	species	MENOIDIUM PELLUCIDUM	0.219770870938
400756	species	DURINSKIA BALTICA	0.2191479043045
160619	species	KRYPTOPERIDINIUM FOLIACEUM	0.2191479043045
160618	genus	KRYPTOPERIDINIUM	0.2191479043045
400754	genus	DURINSKIA	0.2191479043045
284223	species	HYMENOBACTER SP. 29F	0.2184572225286
422676	class	ACONOIDASIDA	0.218416913966
507873	species	CHOLAMONAS CYRTODIOPSIDIS	0.217543488709
5241	species	TULASNELLA VIOLEA	0.216662759318
147950	species	HENNEGUYA LESTERI	0.216249052528
96764	species	EUGLENA AGILIS	0.2147937060151
473035	species	METSCHNIKOWIA COLOCASIAE	0.214509540716
445251	species	PINNULARIA GIBBA	0.214168902264
549196	species	PYCNOPHYES BEAUFORTENSIS	0.2126603100789
215710	varietas	EUGLENARIA ANABAENA VAR. MINIMA	0.211907917482
215703	varietas	EUGLENA DESES VAR. INTERMEDIA	0.210917932488
288523	species	BUNONEMA RETICULATUM	0.2106181413309
651454	species	GREGARINA DIABROTICA	0.210495106987
748373	species	COCCULINA SP. MCZ:DNA101540	0.20983369529
637379	no rank	THALASSIOSIRA OCEANICA CCMP1005	0.209749969521
159749	species	THALASSIOSIRA OCEANICA	0.209749969521
29558	species	MYCOPLASMA HYOPHARYNGIS	0.2097279634768
559933	species	HENNEGUYA LOBOSA	0.209171496729
30279	species	MOLGULA COMPLANATA	0.2089185388832
37308	species	PHAEOCEROS LAEVIS	0.208511423862712
400692	family	NOTOTHYLADACEAE	0.208511423862712
400691	order	NOTOTHYLADALES	0.208511423862712
87755	genus	PHAEOCEROS	0.208511423862712
405586	subclass	NOTOTHYLIDAE	0.208511423862712
232640	species	MACULIFER SP. AUSTRALIA PO 2003	0.208213158473
174670	species	THRAUSTOCHYTRIIDAE SP. M4 103	0.20784515447
55750	species	BUNONEMA SP.	0.2063603352439
560200	species	BUNONEMA RICHTERSI	0.205882573944
466766	species	PARANEMOURA CLAASSENI	0.205822500731
66398	species	MICROSTOMUM PAPILLOSUM	0.205643099653
107806	no rank	BUCHNERA APHIDICOLA STR. APS ACYRTHOSIPHON PISUM	0.20558401127
66400	species	PAROMALOSTOMUM FUSCULUM	0.205146480284
27325	species	METSCHNIKOWIA LUNATA	0.204898654715
216431	genus	CROCEIBACTER	0.204389636966667
313588	species	CROCEIBACTER ATLANTICUS	0.204389636966667
216432	no rank	CROCEIBACTER ATLANTICUS HTCC2559	0.204389636966667
116856	species	GAEVSKAJATREMA HALOSAUROPSI	0.203817300786
86473	species	UNCULTURED GAMMA PROTEOBACTERIUM	0.2033424039577
70022	species	MARINE SNOW ASSOCIATED BACTERIUM ADRIATIC87	0.202945041092
573652	species	UNCULTURED ICHTHYOSPOREAN	0.202337502801
219685	class	GEMMATIMONADETES	0.201901998902
142182	phylum	GEMMATIMONADETES	0.201901998902
460178	species	TREPOMONAS STEINII	0.2015385807027
89373	family	CYTOPHAGACEAE	0.2007485847047
5884	genus	PARAMECIUM	0.1992780638981
33825	order	PENICULIDA	0.1992780638981
340080	family	PARAMECIIDAE	0.1992780638981
79881	species	BACILLUS GIBSONII	0.1991696363197
1797282	Unknown	Unknown	0.198889434893
1797278	Unknown	Unknown	0.1988893967
37096	genus	RHODOMONAS	0.198745747727433
52970	species	RHODOMONAS SALINA	0.198745747727433
589344	family	PYRENOMONADACEAE	0.198745747727433
323287	species	MOLGULA RETORTIFORMIS	0.198034596982
99197	species	EUASCOMYCETE SP. DE6C DH109.20	0.19742569588
560173	species	STEINERNEMA SP. 1390	0.196776147319
797134	species	CARPEDIEMONAS SP. PCS	0.196396025665
170413	species	HALIMEDA FRAGILIS	0.19626435218662
473182	species	OPADOMETA SP. FAPDNA047	0.196113725206
244697	species	HOFERELLUS GILSONI	0.195743649956
64631	species	BENJAMINIELLA POITRASII	0.195545018299
181053	species	ERYNIA SCIARAE	0.195327902296
104050	species	NEOTERMES KOSHUNENSIS PARABASALIAN SYMBIONT CLONE NK9	0.194996155999
200885	species	HYALINOCYSTA CHAPMANI	0.19469987852104
1028728	species	NEOPEREZIA SP. YT 2011	0.194518066622
8819	order	APTERYGIFORMES	0.19408535049
8821	genus	APTERYX	0.19408535049
8820	family	APTERYGIDAE	0.19408535049
373120	species	VIRIDIPLANTAE ENVIRONMENTAL SAMPLE	0.192563562838
5741	species	GIARDIA INTESTINALIS	0.190597076603
9365	species	ERINACEUS EUROPAEUS	0.1905587379258
213153	species	PADINA SP. GUMOR034	0.19015925933
9371	species	ECHINOPS TELFAIRI	0.1890823807452
496878	species	HEXAMASTIX MITIS	0.1883503162964
191303	genus	TURICIBACTER	0.187741310290713
216454	species	HEXACTINOMYXON SP. 1 SH 2002	0.187224347851
33636	family	LAMINARIACEAE	0.1870274562608
2886	order	LAMINARIALES	0.1870274562608
883235	species	BATHYLAIMUS SP. NAR14	0.1859163996872
293664	species	PARAPHELENCHUS SP. JH 2004	0.185880296029
1047053	species	ATRIBACTERIA BACTERIUM JGI 0000059 I14	0.185545513658
244508	species	ZSCHOKKELLA SP. AH2003	0.185365489563
480050	species	TRYPANOSOMA SP. 1052	0.185115682691
42002	species	CROUANIA ATTENUATA	0.184686252136
2132	genus	SPIROPLASMA	0.1843231463644
2131	family	SPIROPLASMATACEAE	0.1843231463644
151584	species	UNCULTURED MARINE ALVEOLATE GROUP II DH147 EKD20	0.184053416155
8793	family	RHEIDAE	0.18394409688405
8792	order	RHEIFORMES	0.18394409688405
384596	genus	KENTROCAPROS	0.1836766374522
384597	species	KENTROCAPROS ACULEATUS	0.1836766374522
662760	no rank	CANDIDATUS PARVARCHAEUM ACIDIPHILUM ARMAN 4	0.1834430792235
662759	species	CANDIDATUS PARVARCHAEUM ACIDIPHILUM	0.1834430792235
33688	species	AMBLYOSPORA SP.	0.1825617005262
283038	species	SCHROEDERA AIRTHREYI	0.182431258996
49328	species	CANDIDA INSECTALENS	0.181945205251
394799	species	SCHIZOCALYPTRA AESCHTAE	0.181837111687
660210	species	BACILLUS SP. BJ 14	0.181404881272
102907	species	EUTREPTIA PERTYI	0.181332981107
175276	species	UNCULTURED CHOANOFLAGELLATE	0.1812567604758
2784	genus	PORPHYRA	0.181044266394
251738	species	ENTEROBRYUS OXIDI	0.180509654337
211192	species	DIPHTHEROPHORA OBESUS	0.180219493551
357345	species	PARALVINELLA PANDORAE	0.179266946208
259379	species	NEPHROSELMIS SPINOSA	0.1792631253644
174426	species	PAULIA CAESPITOSA	0.178565029879
796395	species	BABESIA LENGAU	0.178082180327
9077	genus	ALECTORIS	0.177996772512
9078	species	ALECTORIS CHUKAR	0.177996772512
182497	species	PROPONTOCYPRIS PIRIFERA	0.177388061289
52057	species	MICROSTOMUM LINEARE	0.177347435527
346245	species	EPICARCHESIUM ABRAE	0.1767942839593
93835	species	SILVETIA BABINGTONII	0.176753182355
674939	species	CONVOLUTA SCHUELII	0.176194718898
179131	species	FUNGAL ENDOPHYTE MUT 771	0.175664789032
182483	species	CYTHERELLA LEIZHOUENSIS	0.174913745747
509935	species	PONTOCYPRIS MYTILOIDES	0.174726894657
112275	species	THAXTERIELLA HELICOMA	0.174637886414
512257	species	ZAUS CAERULEUS	0.174542072357
178835	species	BAIRDIOCOPINA SP. NEW ZEALAND	0.174528191312
909930	family	ACIDAMINOCOCCACEAE	0.173601103716
904	genus	ACIDAMINOCOCCUS	0.173601103716
13813	species	NOTHOCEROS AENIGMATICUS	0.173252079245
405587	subclass	DENDROCEROTIDAE	0.173252079245
319703	genus	NOTHOCEROS	0.173252079245
400690	family	DENDROCEROTACEAE	0.173252079245
400689	order	DENDROCEROTALES	0.173252079245
405588	subfamily	DENDROCEROTOIDEAE	0.173252079245
8225	genus	EUTHYNNUS	0.172981873259
8228	species	EUTHYNNUS ALLETTERATUS	0.172981873259
181045	species	CONIDIOBOLUS PUMILUS	0.172978687718
883166	no rank	STAPHYLOCOCCUS SIMULANS ACS 120 V SCH1	0.1727870170385
1286	species	STAPHYLOCOCCUS SIMULANS	0.1727870170385
439347	species	NOCTICOLA SP. NL 2007C	0.1726416078094
635206	species	PSEUDOROBILLARDA SOJAE	0.172165870185
66930	species	TROGLOCEPHALUS RHINOBATIDIS	0.172093384293
88154	species	SACCHARINA ANGUSTATA	0.1718694737406
408171	species	EPIBIONT METAGENOME	0.171527130808
53574	species	SELAGINELLA VOGELII	0.1708733399192
107443	species	PERTUSARIA SAXIMONTANA	0.170189216866
407188	species	PELOBACTER SELENIIGENES	0.169430083056
35518	species	[EUBACTERIUM] NODATUM	0.169244012452
496924	species	FISH METAGENOME	0.168752694652
209934	species	HOWARDULA DOMINICKI	0.167851681667
72554	species	FRAGILIDIUM SUBGLOBOSUM	0.167827932693
39585	species	SELAGINELLA APODA	0.1675006803634
291577	species	UNCULTURED RAHNELLA SP.	0.167371750672
561572	species	FRIESEOMELITTA VARIA	0.1667114512206
110365	species	GREGARINA NIPHANDRODES	0.166682362591
646084	species	BACTERIUM ENRICHMENT CULTURE CLONE DS 4	0.165793764354
220925	species	CANDIDA BROMELIACEARUM	0.165469088837
647666	species	FILENCHUS SP. 1 WB 2009	0.165130412234
29201	species	CHLORARACHNION SP. CCMP242	0.164943496474
519734	species	BACILLUS SP. 25 6	0.1648932949095
238795	species	THALASSICOLLA PELLUCIDA	0.1646410570417
177370	species	ENTOMOPHTHORA PLANCHONIANA	0.164304630933
375711	species	BACILLUS SP. G2DM 33	0.164221597743
100720	species	UNCULTURED BACTERIUM SHA 89	0.164177529669
565067	species	THEILERIA CF. MUTANS 2 SYNCERUS CAFFER	0.163786851791
133380	species	SMITTIUM COLORADENSE	0.163709762248
573649	species	FRAGILIDIUM SP. G02	0.163633548349
466806	species	SHIPSA ROTUNDA	0.163608999398
388225	species	DIPLOPSALIS LEBOURAE	0.163490581155
31029	family	MOLIDAE	0.16345999483328
416835	species	SACCHARINA CORIACEA	0.163188972337
8241	species	THUNNUS OBESUS	0.162896795625
1006581	no rank	MYCOPLASMA GALLISEPTICUM S6	0.162865722568
1159204	no rank	MYCOPLASMA GALLISEPTICUM NC08_2008.031 4 3P	0.162747574254
221332	species	STEINERNEMA SCARABAEI	0.16268496212
157781	species	CARYBDEA MARSUPIALIS	0.162636227989
452280	species	DIPLOLAIMELLOIDES ENVIRONMENTAL SAMPLE	0.162287411148
5444	species	SPOROBOLOMYCES SASICOLA	0.162215124205
307585	species	EPISTEPHIUM LUCIDUM	0.161678703927
3022	species	AKKESIPHYCUS LUBRICUM	0.161494620064
188046	species	PHILOCELIS BRUEGGEMANNI	0.160919238984
45562	species	CANDIDA LACTIS CONDENSI	0.160825979615
100909	species	ARRAWARIA SP.	0.160674758911
144708	subgenus	BOMBUS	0.1606514327612
5765	family	VAHLKAMPFIIDAE	0.1606514327612
41165	order	SCHIZOPYRENIDA	0.1606514327612
5761	genus	NAEGLERIA	0.1606514327612
744533	no rank	NAEGLERIA GRUBERI STRAIN NEG M	0.1606514327612
28641	genus	BOMBUS	0.1606514327612
70988	subfamily	BOMBINAE	0.1606514327612
5762	species	NAEGLERIA GRUBERI	0.1606514327612
30195	species	BOMBUS TERRESTRIS	0.1606514327612
83311	tribe	BOMBINI	0.1606514327612
385425	species	OSEDAX JAPONICUS	0.1606056697525
1356	species	ENTEROCOCCUS SULFUREUS	0.160401770063
65670	species	ALEXANDRIUM PSEUDOGONIAULAX	0.160213465226
431358	species	FRUSTULIA VULGARIS	0.1599464547
104736	species	CERATONEREIS LONGICERATOPHORA	0.159701815269
49299	species	DICYEMA ACUTICEPHALUM	0.159636824772
49300	species	DICYEMA ORIENTALE	0.159600785457
88149	species	SACCHARINA JAPONICA	0.159165881362
466727	species	LEDNIA TUMANA	0.159144263834
534671	species	ORATEMNUS CURTUS	0.1582517945218
262233	species	MINCHINIA CHITONIS	0.158218465766
694064	species	KNEALLHAZIA SOLENOPSAE	0.15815126131
249035	species	UNCULTURED MYCORRHIZAL FUNGUS	0.158037391564
52548	species	MALLOMONAS ANNULATA	0.157953256865
3195	no rank	MARCHANTIOPHYTA	0.1578204190362
404752	species	LIMULIDAE ENVIRONMENTAL SAMPLE	0.15737981014
157466	species	UNCULTURED ARMATIMONADETES BACTERIUM	0.157276279245
367806	species	BLATTABACTERIUM SP. BLATTA ORIENTALIS	0.156694750176
404754	species	SMINTHURIDAE ENVIRONMENTAL SAMPLE	0.1563779588582
44737	species	CAPNOCYTOPHAGA SP.	0.1563386258431
265591	species	DELPHINEIS SP. CCMP1095	0.156329377271
713152	species	APHELENCHOIDES SP. YN	0.155839115416
295349	species	UNCULTURED ALPHA PROTEOBACTERIUM EBAC2C11	0.155684142024
672140	species	THRAUSTOCHYTRIUM SP. HK5	0.155654533544
160617	species	HAPLOZOON AXIOTHELLAE	0.15556553417
38079	species	MINCHINIA TEREDINIS	0.155316025667
1783234	Unknown	Unknown	0.154958985444
13363	species	BORAGO OFFICINALIS	0.154952195229
120748	species	OOCYSTIS MARSSONII	0.154195085545
857041	species	CANDIDATUS PORIBACTERIA SP. WGA 4E	0.1533361747357
417323	species	MINCHINIA SP. DB 2006	0.152061582407
96645	species	OSCHEIUS DOLICHUROIDES	0.151978572526
35676	genus	PELAGOMONAS	0.151945497537
660916	no rank	ENVIRONMENTAL SAMPLES	0.151945497537
660917	species	UNCULTURED PELAGOMONAS	0.151945497537
262235	species	HAPLOSPORIDIAN PARASITE OF CYRENOIDA FLORIDANA	0.151772581663
167536	species	PHAGOMYXA ODONTELLAE	0.1516913361997
216591	no rank	BURKHOLDERIA CENOCEPACIA J2315	0.150344979245
331272	no rank	BURKHOLDERIA CENOCEPACIA HI2424	0.150344979245
38273	species	EUGLENARIA ANABAENA	0.149862992142
154442	species	SIMULIUM LACINIATUM	0.149590985939
2134	species	SPIROPLASMA MELLIFERUM	0.1492097603755
1129368	no rank	SPIROPLASMA MELLIFERUM IPMB4A	0.1492097603755
748375	species	COCCULINA SP. MCZ:DNA103276	0.149140820129
1105319	species	CONOIDEOCRELLA LUTEOROSTRATA	0.148774438229
251049	species	BREVIBACILLUS SP. R 7152	0.14815469727
319384	species	LISTERIA SP. 102	0.147385909056
717753	species	HALOFERAX SP. BEJS3	0.147180759133
261185	species	ALEXANDRIUM SATOANUM	0.146906966185
657520	species	BACILLUS SP. DBTN2	0.146636880055
33405	species	EUCORETHRA UNDERWOODI	0.146622273382
424475	species	BATHYPALLENOPSIS CALCANEA	0.146442007034
904744	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS 21259	0.146434287667
704044	species	ALLIPHIS SP. APGD 2010	0.146189457247
455227	no rank	STAPHYLOCOCCUS AUREUS D30	0.14600193799
391276	species	NOVIBIPALIUM VENOSUM	0.145910431933
88312	species	ANOPLODACTYLUS LENTUS	0.145771747548
992931	species	AMOEBOPHRYA SP. RCC 1626	0.145719383918
325109	species	LEPOCINCLIS FUSCA	0.145591176236
469448	species	MYRIANIDA RUBROPUNCTATA	0.145468845624
6305	species	MELOIDOGYNE HAPLA	0.145181252414
904749	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS 21269	0.145116988914
79795	species	MEARA SP.	0.14502922477321
744581	species	HOMALOPOMA PICTA	0.145016608305
398546	species	PSEUDOVORTICELLA SINENSIS	0.144729209658
704040	species	CAMERONIETA STRANDTMANNI	0.144632639132
385046	species	UNCULTURED TAXOPODID LIKE	0.144514510042
679024	species	PICOLA CARIBBEA	0.144444712346
52288	species	PLASMODIUM INUI	0.144412350906
